# step rho_core(r<5) rho_core(r<10) rho_core(r<15) total_norm
38580 0.0010941 0.00656121 0.0282055 0.987362
38590 0.00110123 0.00663709 0.0285428 0.987359
38600 0.00110574 0.00671485 0.0288821 0.987351
38610 0.00110671 0.00679275 0.0292221 0.987355
38620 0.00110378 0.00686965 0.0295622 0.987347
38630 0.00109736 0.00694535 0.0299033 0.987343
38640 0.00108857 0.00702058 0.0302472 0.987345
38650 0.00107896 0.0070968 0.0305965 0.987335
38660 0.00107007 0.00717571 0.0309537 0.987335
38670 0.00106303 0.00725878 0.0313209 0.987335
38680 0.00105824 0.00734692 0.031699 0.987333
38690 0.00105537 0.00744035 0.0320879 0.987326
38700 0.0010535 0.00753876 0.0324864 0.987324
38710 0.00105156 0.0076416 0.0328931 0.987318
38720 0.00104875 0.00774841 0.0333072 0.987318
38730 0.00104483 0.00785911 0.0337281 0.987319
38740 0.0010402 0.00797403 0.0341567 0.987313
38750 0.0010358 0.00809384 0.0345939 0.987307
38760 0.00103274 0.00821932 0.035041 0.987305
38770 0.00103198 0.00835106 0.0354983 0.987302
38780 0.00103398 0.00848922 0.0359649 0.987305
38790 0.00103867 0.00863341 0.0364382 0.987298
38800 0.00104548 0.00878274 0.0369144 0.987292
38810 0.0010537 0.00893596 0.0373885 0.987292
38820 0.00106278 0.00909168 0.0378559 0.987287
38830 0.00107259 0.00924869 0.0383125 0.987285
38840 0.00108356 0.00940607 0.0387549 0.98728
38850 0.00109655 0.00956325 0.0391817 0.987277
38860 0.00111256 0.00971992 0.0395918 0.987273
38870 0.00113238 0.00987585 0.0399847 0.987272
38880 0.00115622 0.0100308 0.0403597 0.987267
38890 0.00118349 0.0101844 0.0407159 0.987263
38900 0.00121288 0.0103362 0.0410521 0.987262
38910 0.00124254 0.010486 0.0413673 0.987264
38920 0.0012705 0.0106337 0.0416613 0.987258
38930 0.00129503 0.0107796 0.0419356 0.987254
38940 0.00131497 0.010924 0.0421934 0.987252
38950 0.00132983 0.0110673 0.0424397 0.987246
38960 0.00133973 0.0112093 0.0426806 0.987246
38970 0.00134516 0.0113492 0.0429225 0.987242
38980 0.0013468 0.0114854 0.0431706 0.987239
38990 0.00134523 0.011616 0.0434285 0.98723
39000 0.00134096 0.0117389 0.0436978 0.987231
39010 0.00133443 0.0118527 0.043978 0.987233
39020 0.0013262 0.0119567 0.0442681 0.987224
39030 0.00131705 0.0120513 0.0445671 0.987218
39040 0.00130807 0.012138 0.0448751 0.987226
39050 0.00130053 0.0122184 0.0451941 0.987217
39060 0.00129575 0.0122945 0.0455272 0.987218
39070 0.0012948 0.0123671 0.0458779 0.987214
39080 0.00129829 0.0124368 0.0462498 0.987204
39090 0.00130625 0.012503 0.0466443 0.987205
39100 0.00131815 0.0125652 0.0470615 0.987204
39110 0.00133307 0.0126232 0.0474995 0.987197
39120 0.00134993 0.0126776 0.0479553 0.987193
39130 0.00136781 0.0127305 0.0484259 0.987191
39140 0.00138607 0.0127849 0.0489088 0.987184
39150 0.00140445 0.0128446 0.0494034 0.987185
39160 0.001423 0.012913 0.0499105 0.98719
39170 0.00144191 0.0129928 0.0504323 0.987181
39180 0.0014613 0.0130852 0.0509716 0.987178
39190 0.00148114 0.01319 0.051531 0.987173
39200 0.00150117 0.0133063 0.0521127 0.987165
39210 0.00152108 0.013433 0.0527178 0.987163
39220 0.00154064 0.0135693 0.0533469 0.987164
39230 0.00155996 0.0137158 0.054 0.98716
39240 0.00157955 0.0138737 0.0546774 0.987155
39250 0.00160034 0.0140451 0.05538 0.987152
39260 0.0016235 0.0142317 0.0561092 0.987151
39270 0.00165018 0.014434 0.0568665 0.987148
39280 0.00168119 0.0146512 0.0576533 0.987146
39290 0.00171684 0.0148809 0.0584704 0.987139
39300 0.00175677 0.0151196 0.0593176 0.987135
39310 0.00180011 0.0153635 0.0601935 0.987135
39320 0.0018456 0.0156097 0.0610966 0.987133
39330 0.00189189 0.0158564 0.0620246 0.98713
39340 0.00193775 0.0161033 0.0629762 0.987123
39350 0.00198229 0.0163512 0.0639509 0.987121
39360 0.00202499 0.016601 0.0649491 0.98712
39370 0.00206568 0.0168531 0.0659719 0.987115
39380 0.00210445 0.0171066 0.0670208 0.987111
39390 0.00214152 0.0173596 0.0680969 0.987114
39400 0.00217716 0.0176094 0.0692005 0.987103
39410 0.00221155 0.0178539 0.0703314 0.987101
39420 0.00224477 0.0180925 0.0714883 0.9871
39430 0.00227682 0.0183274 0.0726701 0.987101
39440 0.00230754 0.0185636 0.0738752 0.987091
39450 0.00233667 0.0188087 0.075103 0.987089
39460 0.00236387 0.0190714 0.0763533 0.987088
39470 0.00238874 0.0193606 0.0776269 0.987082
39480 0.00241092 0.0196831 0.0789248 0.987081
39490 0.00243015 0.0200432 0.080248 0.987078
39500 0.00244643 0.0204425 0.0815973 0.987074
39510 0.00246008 0.0208805 0.0829724 0.987069
39520 0.00247181 0.0213558 0.0843724 0.98707
39530 0.0024827 0.0218676 0.0857955 0.987064
39540 0.00249413 0.0224166 0.0872395 0.987061
39550 0.00250763 0.0230053 0.088702 0.987059
39560 0.00252468 0.0236376 0.0901806 0.987058
39570 0.00254666 0.0243174 0.0916729 0.987056
39580 0.00257477 0.0250471 0.0931763 0.98705
39590 0.00261011 0.0258268 0.0946882 0.987047
39600 0.00265377 0.0266528 0.0962058 0.987045
39610 0.00270705 0.0275186 0.0977266 0.98704
39620 0.00277149 0.0284156 0.0992485 0.987035
39630 0.0028489 0.0293345 0.100769 0.987032
39640 0.00294114 0.0302671 0.102288 0.987033
39650 0.00304988 0.0312075 0.103805 0.987032
39660 0.00317622 0.032152 0.105319 0.987026
39670 0.00332042 0.0330996 0.10683 0.987023
39680 0.00348175 0.0340506 0.108339 0.987019
39690 0.00365862 0.0350052 0.109843 0.987014
39700 0.00384881 0.0359636 0.111341 0.987011
39710 0.00404993 0.0369243 0.112831 0.987009
39720 0.00425978 0.0378851 0.114309 0.987009
39730 0.00447667 0.0388431 0.115772 0.987006
39740 0.00469949 0.0397958 0.117216 0.987003
39750 0.00492759 0.0407416 0.118636 0.986992
39760 0.00516051 0.0416801 0.120031 0.986994
39770 0.00539767 0.0426122 0.121396 0.986992
39780 0.00563816 0.0435392 0.122729 0.986992
39790 0.00588072 0.0444626 0.124028 0.986987
39800 0.00612398 0.0453831 0.12529 0.986982
39810 0.00636673 0.0463005 0.126513 0.986977
39820 0.00660834 0.047214 0.127696 0.986976
39830 0.00684895 0.0481228 0.128836 0.986976
39840 0.00708949 0.0490268 0.129934 0.986968
39850 0.00733148 0.0499268 0.130989 0.986969
39860 0.00757648 0.0508254 0.132001 0.986965
39870 0.00782572 0.0517262 0.132972 0.986961
39880 0.00807967 0.0526331 0.133903 0.98696
39890 0.00833798 0.0535499 0.134794 0.986952
39900 0.00859968 0.0544789 0.135646 0.986955
39910 0.00886363 0.0554207 0.136459 0.986948
39920 0.00912911 0.0563744 0.137234 0.986945
39930 0.00939632 0.0573372 0.137972 0.986943
39940 0.00966652 0.0583059 0.138674 0.986938
39950 0.009942 0.059277 0.139344 0.986936
39960 0.0102255 0.0602474 0.139986 0.986929
39970 0.0105198 0.0612141 0.140604 0.986928
39980 0.0108266 0.0621743 0.141202 0.986925
39990 0.0111469 0.0631251 0.141784 0.986925
40000 0.01148 0.0640623 0.14235 0.986918
40010 0.0118244 0.0649809 0.142902 0.98692
40020 0.0121783 0.065875 0.14344 0.98691
40030 0.0125397 0.066738 0.143962 0.986908
40040 0.0129074 0.0675639 0.144467 0.986904
40050 0.0132807 0.0683474 0.144955 0.986911
40060 0.0136596 0.0690852 0.145426 0.986901
40070 0.0140441 0.069776 0.14588 0.986903
40080 0.0144341 0.0704201 0.146318 0.986898
40090 0.0148285 0.0710198 0.146738 0.986894
40100 0.0152251 0.0715785 0.147139 0.986886
40110 0.0156213 0.0721001 0.147521 0.986885
40120 0.0160136 0.0725889 0.147879 0.986883
40130 0.0163989 0.073049 0.148211 0.986881
40140 0.0167743 0.0734848 0.148515 0.986878
40150 0.0171382 0.0739006 0.148787 0.986877
40160 0.0174895 0.0743005 0.149028 0.986871
40170 0.0178279 0.0746886 0.149237 0.986868
40180 0.0181529 0.0750682 0.149412 0.986863
40190 0.0184643 0.0754419 0.149555 0.986867
40200 0.018761 0.0758113 0.149664 0.986861
40210 0.0190419 0.0761767 0.149738 0.986856
40220 0.0193058 0.0765378 0.149773 0.986852
40230 0.0195521 0.076894 0.14977 0.986848
40240 0.0197811 0.0772443 0.149726 0.986844
40250 0.0199944 0.0775882 0.149643 0.986845
40260 0.0201951 0.0779255 0.149522 0.986839
40270 0.020387 0.0782559 0.149365 0.986835
40280 0.0205747 0.0785794 0.149177 0.986833
40290 0.0207623 0.0788951 0.148961 0.986831
40300 0.0209535 0.0792017 0.14872 0.986824
40310 0.0211508 0.079497 0.148457 0.986828
40320 0.0213561 0.0797781 0.148176 0.98682
40330 0.0215702 0.080042 0.147878 0.986816
40340 0.0217939 0.0802856 0.147567 0.986816
40350 0.0220275 0.0805066 0.147249 0.986807
40360 0.0222712 0.0807027 0.146927 0.986811
40370 0.022525 0.0808727 0.14661 0.986806
40380 0.0227876 0.0810154 0.146303 0.986802
40390 0.0230566 0.0811299 0.146012 0.986802
40400 0.0233276 0.0812152 0.145741 0.986797
40410 0.0235945 0.0812702 0.145492 0.986795
40420 0.0238498 0.0812938 0.145264 0.98679
40430 0.0240854 0.0812854 0.145055 0.986791
40440 0.0242934 0.0812455 0.144862 0.986784
40450 0.0244674 0.081175 0.144682 0.986781
40460 0.0246025 0.0810763 0.144513 0.986781
40470 0.0246965 0.0809525 0.144352 0.986776
40480 0.0247489 0.0808068 0.1442 0.986776
40490 0.0247607 0.0806427 0.144057 0.986771
40500 0.024734 0.0804631 0.143921 0.986766
40510 0.024671 0.0802707 0.143795 0.98676
40520 0.0245737 0.0800678 0.143675 0.986759
40530 0.0244437 0.0798566 0.143563 0.986755
40540 0.0242824 0.0796393 0.143457 0.98676
40550 0.0240912 0.0794184 0.143356 0.986754
40560 0.023872 0.0791962 0.143261 0.986748
40570 0.0236271 0.0789746 0.143173 0.986742
40580 0.0233596 0.0787554 0.143092 0.986743
40590 0.0230731 0.0785387 0.143017 0.986737
40600 0.0227713 0.0783244 0.142948 0.986737
40610 0.0224578 0.0781109 0.142882 0.986721
40620 0.0221354 0.0778965 0.142815 0.986728
40630 0.0218065 0.0776791 0.142741 0.986725
40640 0.0214727 0.0774571 0.142655 0.986723
40650 0.0211352 0.0772289 0.142553 0.986717
40660 0.0207952 0.0769933 0.142431 0.986717
40670 0.0204539 0.0767487 0.142288 0.986715
40680 0.0201129 0.0764936 0.142125 0.986711
40690 0.0197745 0.0762252 0.141943 0.986706
40700 0.0194409 0.0759402 0.141746 0.986703
40710 0.019115 0.0756345 0.141536 0.986698
40720 0.0187993 0.0753041 0.141315 0.986698
40730 0.0184963 0.0749457 0.141085 0.986693
40740 0.0182079 0.0745574 0.140847 0.986692
40750 0.0179361 0.0741385 0.140603 0.986688
40760 0.0176823 0.0736905 0.140355 0.986683
40770 0.0174477 0.0732158 0.140106 0.986684
40780 0.0172333 0.0727174 0.139858 0.986673
40790 0.0170395 0.0721986 0.139614 0.986676
40800 0.016866 0.0716622 0.139378 0.986675
40810 0.0167112 0.0711109 0.139151 0.986669
40820 0.0165721 0.0705468 0.138932 0.986669
40830 0.016444 0.0699726 0.13872 0.98666
40840 0.0163209 0.0693908 0.138514 0.986663
40850 0.0161959 0.0688052 0.138312 0.986656
40860 0.0160621 0.0682191 0.13811 0.986651
40870 0.0159134 0.067636 0.137909 0.986652
40880 0.0157457 0.0670581 0.137707 0.986646
40890 0.0155569 0.0664862 0.137505 0.986642
40900 0.0153478 0.0659191 0.137303 0.986644
40910 0.015121 0.0653542 0.137101 0.986636
40920 0.0148806 0.064788 0.136898 0.986633
40930 0.0146314 0.0642168 0.136693 0.98663
40940 0.0143777 0.0636383 0.136486 0.986629
40950 0.0141227 0.0630514 0.136274 0.986626
40960 0.0138683 0.0624574 0.136057 0.986619
40970 0.0136151 0.0618588 0.135835 0.986617
40980 0.0133628 0.0612594 0.135606 0.986616
40990 0.0131109 0.0606628 0.135371 0.986611
41000 0.0128597 0.0600727 0.135126 0.986608
41010 0.0126097 0.0594916 0.134871 0.986604
41020 0.0123629 0.0589218 0.134601 0.986601
41030 0.0121216 0.0583654 0.134312 0.986598
41040 0.011888 0.0578244 0.134 0.986599
41050 0.011664 0.0573018 0.13366 0.98659
41060 0.0114501 0.0568003 0.133287 0.986587
41070 0.0112458 0.0563222 0.13288 0.98659
41080 0.0110493 0.0558683 0.132436 0.986588
41090 0.0108583 0.0554368 0.131957 0.986578
41100 0.0106709 0.0550226 0.131441 0.986576
41110 0.0104855 0.0546179 0.130891 0.98657
41120 0.0103023 0.0542118 0.130307 0.986568
41130 0.0101223 0.0537927 0.129691 0.986567
41140 0.00994755 0.0533493 0.129044 0.986562
41150 0.00978028 0.052872 0.128367 0.986561
41160 0.00962231 0.0523548 0.127661 0.986556
41170 0.00947443 0.0517948 0.126929 0.986554
41180 0.0093362 0.0511929 0.126176 0.986551
41190 0.00920599 0.0505526 0.125407 0.986547
41200 0.00908147 0.049879 0.124628 0.986543
41210 0.00896021 0.049178 0.123846 0.986545
41220 0.00884022 0.0484559 0.123068 0.986538
41230 0.00872035 0.0477185 0.1223 0.986537
41240 0.00860026 0.046972 0.121546 0.986534
41250 0.00848016 0.0462227 0.120809 0.986529
41260 0.00836034 0.0454779 0.120091 0.986527
41270 0.0082407 0.0447453 0.119391 0.986522
41280 0.00812056 0.0440328 0.118707 0.986519
41290 0.00799874 0.0433478 0.118039 0.986516
41300 0.00787402 0.0426961 0.117384 0.986511
41310 0.0077457 0.042081 0.116739 0.986509
41320 0.00761419 0.041503 0.116105 0.986506
41330 0.00748122 0.0409599 0.11548 0.986501
41340 0.00734975 0.0404476 0.114864 0.986499
41350 0.00722331 0.039961 0.114257 0.9865
41360 0.00710523 0.0394955 0.11366 0.986493
41370 0.00699779 0.0390478 0.113075 0.986492
41380 0.00690165 0.0386169 0.112501 0.986481
41390 0.00681578 0.0382038 0.111939 0.986481
41400 0.00673788 0.037811 0.111387 0.986477
41410 0.00666515 0.0374418 0.110844 0.986473
41420 0.00659522 0.0370994 0.110309 0.98647
41430 0.00652699 0.0367856 0.109778 0.986471
41440 0.00646093 0.0365012 0.109252 0.986463
41450 0.00639898 0.0362451 0.108728 0.986461
41460 0.00634395 0.0360153 0.108206 0.986459
41470 0.0062987 0.0358092 0.107686 0.986455
41480 0.00626534 0.035624 0.107168 0.986454
41490 0.00624465 0.0354575 0.106653 0.986453
41500 0.00623607 0.0353076 0.106142 0.986444
41510 0.00623807 0.0351724 0.105633 0.986445
41520 0.00624876 0.0350497 0.105128 0.98644
41530 0.00626662 0.0349369 0.104625 0.986443
41540 0.00629087 0.0348308 0.104123 0.986436
41550 0.00632148 0.0347273 0.103621 0.986429
41560 0.00635876 0.0346222 0.103115 0.986429
41570 0.00640267 0.0345114 0.102603 0.986427
41580 0.0064521 0.0343911 0.102083 0.986425
41590 0.00650448 0.0342587 0.101551 0.98642
41600 0.00655579 0.0341125 0.101005 0.986415
41610 0.00660115 0.0339519 0.100442 0.986412
41620 0.00663572 0.0337771 0.0998598 0.98641
41630 0.00665575 0.0335892 0.0992565 0.986403
41640 0.00665945 0.0333897 0.0986305 0.986404
41650 0.00664739 0.0331805 0.0979807 0.986396
41660 0.00662234 0.032964 0.0973063 0.9864
41670 0.00658859 0.0327435 0.0966065 0.98639
41680 0.00655094 0.0325228 0.0958814 0.986391
41690 0.00651361 0.0323063 0.0951311 0.986386
41700 0.00647953 0.0320993 0.0943565 0.986385
41710 0.00644992 0.0319068 0.0935594 0.98638
41720 0.00642462 0.0317331 0.0927429 0.986375
41730 0.0064027 0.0315819 0.0919112 0.986374
41740 0.00638335 0.0314554 0.0910709 0.986372
41750 0.0063666 0.0313541 0.0902297 0.986364
41760 0.00635371 0.0312776 0.0893967 0.986366
41770 0.006347 0.0312243 0.0885811 0.986365
41780 0.00634924 0.031192 0.0877912 0.986359
41790 0.00636285 0.0311782 0.0870337 0.986355
41800 0.00638908 0.0311804 0.0863127 0.986353
41810 0.00642764 0.0311963 0.0856291 0.98635
41820 0.0064767 0.0312232 0.0849816 0.986344
41830 0.00653342 0.031259 0.0843664 0.986341
41840 0.00659467 0.0313009 0.0837792 0.986338
41850 0.00665784 0.0313464 0.0832154 0.986338
41860 0.00672131 0.0313925 0.0826714 0.986333
41870 0.00678458 0.0314369 0.0821444 0.986329
41880 0.00684798 0.0314775 0.081633 0.986326
41890 0.00691214 0.0315132 0.0811367 0.986322
41900 0.00697739 0.0315441 0.080655 0.986318
41910 0.00704339 0.0315713 0.0801875 0.986315
41920 0.00710907 0.0315973 0.0797331 0.986314
41930 0.00717296 0.0316251 0.0792897 0.986313
41940 0.00723371 0.0316585 0.0788551 0.986308
41950 0.00729069 0.0317009 0.078426 0.986305
41960 0.0073444 0.0317552 0.0779992 0.986303
41970 0.00739649 0.0318234 0.0775722 0.986293
41980 0.00744941 0.0319059 0.0771429 0.986292
41990 0.00750575 0.0320018 0.0767105 0.98629
42000 0.00756752 0.0321087 0.0762747 0.986287
42010 0.0076355 0.0322229 0.0758365 0.986284
42020 0.00770902 0.0323399 0.0753973 0.986277
42030 0.0077862 0.032455 0.0749586 0.986281
42040 0.00786453 0.0325636 0.0745218 0.986277
42050 0.00794176 0.0326621 0.0740881 0.986271
42060 0.00801663 0.0327479 0.0736582 0.98627
42070 0.00808945 0.0328196 0.0732319 0.986264
42080 0.00816217 0.0328771 0.072809 0.986259
42090 0.00823793 0.0329213 0.0723885 0.986255
42100 0.00832035 0.0329542 0.0719698 0.986255
42110 0.00841258 0.0329782 0.0715518 0.986248
42120 0.00851648 0.0329961 0.0711346 0.98625
42130 0.00863211 0.0330108 0.0707187 0.986244
42140 0.00875764 0.0330254 0.0703059 0.986241
42150 0.00888969 0.0330426 0.069899 0.986238
42160 0.00902401 0.0330647 0.0695019 0.986234
42170 0.00915628 0.0330938 0.0691193 0.986231
42180 0.00928279 0.033131 0.0687564 0.986226
42190 0.0094009 0.0331767 0.0684185 0.986229
42200 0.00950912 0.0332304 0.06811 0.98622
42210 0.00960687 0.0332904 0.0678342 0.986218
42220 0.00969402 0.0333546 0.0675936 0.986217
42230 0.00977046 0.0334197 0.0673886 0.986213
42240 0.00983578 0.0334827 0.0672186 0.986209
42250 0.00988917 0.0335404 0.0670815 0.98621
42260 0.00992959 0.0335903 0.0669746 0.986204
42270 0.00995608 0.0336307 0.0668943 0.986198
42280 0.00996816 0.0336611 0.066837 0.986192
42290 0.00996608 0.0336816 0.066799 0.986192
42300 0.00995096 0.0336933 0.0667766 0.986188
42310 0.00992474 0.033698 0.0667665 0.986185
42320 0.00989003 0.0336981 0.0667658 0.986179
42330 0.00984991 0.033696 0.0667719 0.986178
42340 0.00980765 0.0336945 0.0667826 0.986178
42350 0.00976657 0.0336963 0.0667959 0.986172
42360 0.00972993 0.0337036 0.0668102 0.986166
42370 0.00970076 0.0337182 0.0668243 0.986169
42380 0.00968179 0.0337409 0.0668367 0.986161
42390 0.00967531 0.0337717 0.0668468 0.986154
42400 0.00968298 0.0338092 0.0668541 0.986155
42410 0.00970576 0.0338513 0.0668591 0.986148
42420 0.0097437 0.0338951 0.0668627 0.986152
42430 0.00979595 0.0339372 0.0668665 0.986147
42440 0.00986081 0.0339746 0.0668724 0.986143
42450 0.00993591 0.0340044 0.0668826 0.986137
42460 0.0100184 0.034025 0.0668987 0.986132
42470 0.0101053 0.0340353 0.066922 0.986132
42480 0.0101938 0.0340356 0.066953 0.986132
42490 0.010281 0.0340266 0.0669917 0.986122
42500 0.0103646 0.0340097 0.0670374 0.986124
42510 0.0104424 0.0339863 0.0670891 0.986123
42520 0.010512 0.0339578 0.0671457 0.986117
42530 0.0105714 0.0339255 0.0672062 0.986121
42540 0.0106179 0.033891 0.0672695 0.986111
42550 0.0106491 0.0338556 0.0673348 0.986107
42560 0.0106624 0.0338214 0.0674015 0.986103
42570 0.0106557 0.0337906 0.0674693 0.9861
42580 0.0106273 0.0337654 0.0675383 0.986092
42590 0.0105768 0.0337481 0.0676092 0.986094
42600 0.0105047 0.0337403 0.0676834 0.986089
42610 0.0104128 0.0337425 0.0677631 0.986089
42620 0.0103037 0.0337545 0.0678509 0.986083
42630 0.0101811 0.0337743 0.0679496 0.986083
42640 0.0100483 0.0337991 0.0680612 0.98608
42650 0.00990874 0.0338254 0.0681872 0.986075
42660 0.00976473 0.0338495 0.0683271 0.986076
42670 0.00961766 0.0338681 0.0684794 0.986065
42680 0.00946795 0.0338789 0.068641 0.986065
42690 0.00931536 0.0338811 0.0688085 0.986065
42700 0.00915953 0.0338754 0.0689787 0.986057
42710 0.00900052 0.0338642 0.0691488 0.986052
42720 0.00883919 0.0338506 0.0693173 0.986053
42730 0.00867743 0.0338386 0.0694835 0.986053
42740 0.00851805 0.0338315 0.0696476 0.986046
42750 0.00836445 0.0338321 0.0698099 0.986042
42760 0.0082202 0.0338418 0.0699699 0.986042
42770 0.00808855 0.033861 0.070127 0.986035
42780 0.0079722 0.0338891 0.0702793 0.986033
42790 0.00787306 0.0339247 0.0704243 0.986032
42800 0.00779233 0.0339661 0.0705594 0.986028
42810 0.00773062 0.034012 0.0706819 0.98602
42820 0.00768806 0.0340607 0.0707895 0.986019
42830 0.00766442 0.0341115 0.0708807 0.986017
42840 0.00765903 0.0341633 0.0709543 0.986012
42850 0.00767062 0.0342156 0.0710097 0.986009
42860 0.00769711 0.0342677 0.0710462 0.986007
42870 0.00773547 0.034319 0.0710634 0.986003
42880 0.00778171 0.0343688 0.0710611 0.986004
42890 0.00783116 0.0344171 0.0710396 0.986
42900 0.00787891 0.0344636 0.0709999 0.98599
42910 0.00792037 0.0345092 0.0709437 0.985992
42920 0.00795186 0.0345548 0.0708743 0.985987
42930 0.00797103 0.0346016 0.0707952 0.98599
42940 0.00797699 0.0346505 0.0707108 0.985978
42950 0.00797023 0.0347021 0.0706251 0.985978
42960 0.00795219 0.034756 0.0705419 0.985974
42970 0.00792493 0.034811 0.0704639 0.985973
42980 0.00789056 0.0348648 0.0703937 0.98597
42990 0.00785103 0.0349147 0.0703326 0.985965
43000 0.00780795 0.0349575 0.0702819 0.985965
43010 0.00776264 0.03499 0.0702425 0.985958
43020 0.00771617 0.0350088 0.0702154 0.985954
43030 0.00766948 0.0350109 0.0702013 0.98595
43040 0.00762343 0.0349933 0.0702006 0.985949
43050 0.00757874 0.0349535 0.0702131 0.985946
43060 0.00753586 0.0348895 0.0702371 0.985943
43070 0.00749488 0.0348007 0.0702704 0.98594
43080 0.00745547 0.0346873 0.0703095 0.985936
43090 0.00741689 0.0345517 0.0703503 0.985932
43100 0.00737817 0.0343976 0.070389 0.985931
43110 0.00733827 0.0342306 0.0704218 0.985931
43120 0.00729642 0.0340571 0.070446 0.985923
43130 0.0072522 0.0338844 0.0704597 0.985913
43140 0.00720573 0.0337191 0.070462 0.985912
43150 0.00715751 0.0335665 0.0704528 0.985916
43160 0.0071083 0.0334302 0.0704326 0.985907
43170 0.00705892 0.0333117 0.0704029 0.98591
43180 0.00701011 0.0332101 0.0703656 0.985899
43190 0.00696246 0.0331232 0.0703232 0.985902
43200 0.00691648 0.0330477 0.0702784 0.985895
43210 0.00687278 0.0329803 0.070234 0.98589
43220 0.00683218 0.032918 0.070192 0.985893
43230 0.00679573 0.0328585 0.0701537 0.985884
43240 0.00676467 0.0328004 0.070119 0.985886
43250 0.00674014 0.0327427 0.0700868 0.985881
43260 0.00672291 0.032685 0.070055 0.985876
43270 0.00671304 0.0326263 0.0700217 0.985867
43280 0.00670973 0.0325657 0.069985 0.985874
43290 0.00671126 0.032502 0.0699445 0.985871
43300 0.00671521 0.032434 0.0699008 0.985865
43310 0.00671882 0.0323601 0.0698562 0.985865
43320 0.00671944 0.0322791 0.0698137 0.985858
43330 0.00671499 0.0321896 0.0697763 0.985857
43340 0.00670432 0.0320906 0.0697465 0.985857
43350 0.00668734 0.0319808 0.0697262 0.985848
43360 0.006665 0.0318593 0.0697156 0.985844
43370 0.00663901 0.0317253 0.0697148 0.98584
43380 0.00661152 0.0315785 0.0697235 0.98584
43390 0.00658469 0.0314188 0.069742 0.985838
43400 0.00656039 0.031247 0.0697716 0.985833
43410 0.00654001 0.0310646 0.0698136 0.985827
43420 0.0065244 0.0308737 0.0698702 0.985828
43430 0.0065139 0.0306771 0.0699422 0.98582
43440 0.00650844 0.0304777 0.0700288 0.985816
43450 0.00650761 0.0302786 0.0701273 0.985816
43460 0.00651072 0.0300823 0.0702324 0.985815
43470 0.00651687 0.0298909 0.0703374 0.985809
43480 0.00652494 0.029706 0.0704349 0.985804
43490 0.00653369 0.0295288 0.0705177 0.985806
43500 0.00654186 0.0293601 0.070581 0.985798
43510 0.00654827 0.0292005 0.0706207 0.985794
43520 0.00655195 0.0290501 0.0706355 0.985794
43530 0.00655221 0.0289088 0.0706246 0.985794
43540 0.00654861 0.0287761 0.0705878 0.985789
43550 0.00654092 0.0286508 0.0705243 0.985781
43560 0.00652902 0.028531 0.070433 0.985782
43570 0.00651279 0.0284146 0.0703115 0.985777
43580 0.00649203 0.0282993 0.0701579 0.985776
43590 0.00646648 0.0281825 0.0699709 0.985771
43600 0.00643585 0.0280623 0.069751 0.985766
43610 0.00639992 0.027937 0.0695003 0.985764
43620 0.0063586 0.027805 0.0692223 0.985759
43630 0.00631212 0.0276653 0.068922 0.985757
43640 0.00626097 0.0275172 0.0686041 0.985758
43650 0.00620591 0.0273599 0.0682727 0.985752
43660 0.00614782 0.0271932 0.0679305 0.98575
43670 0.00608757 0.0270168 0.0675794 0.985743
43680 0.00602583 0.0268306 0.0672196 0.985741
43690 0.00596296 0.0266349 0.0668516 0.985737
43700 0.00589898 0.0264301 0.0664758 0.985743
43710 0.00583367 0.0262164 0.0660935 0.98573
43720 0.00576666 0.0259944 0.0657061 0.985724
43730 0.00569765 0.0257641 0.0653162 0.985722
43740 0.00562657 0.0255255 0.0649259 0.98572
43750 0.00555367 0.0252783 0.0645368 0.985721
43760 0.0054795 0.0250223 0.0641495 0.985713
43770 0.00540488 0.0247574 0.0637633 0.985709
43780 0.00533079 0.0244842 0.0633772 0.985704
43790 0.00525821 0.0242041 0.0629893 0.985707
43800 0.00518807 0.0239192 0.0625984 0.9857
43810 0.00512115 0.0236326 0.0622035 0.9857
43820 0.00505813 0.0233481 0.0618049 0.985698
43830 0.00499958 0.0230692 0.0614033 0.98569
43840 0.00494606 0.0227995 0.0609998 0.985686
43850 0.00489811 0.0225417 0.0605953 0.985692
43860 0.00485634 0.0222981 0.0601901 0.985684
43870 0.00482134 0.0220701 0.0597838 0.985678
43880 0.0047936 0.0218587 0.0593755 0.985678
43890 0.00477346 0.0216647 0.0589639 0.985673
43900 0.00476089 0.0214884 0.0585484 0.98567
43910 0.00475552 0.0213302 0.0581295 0.985667
43920 0.0047565 0.0211898 0.0577084 0.985661
43930 0.00476265 0.0210665 0.0572881 0.985659
43940 0.0047725 0.0209588 0.0568713 0.985656
43950 0.00478444 0.0208642 0.0564613 0.985654
43960 0.0047969 0.0207797 0.0560607 0.98565
43970 0.00480835 0.0207019 0.0556712 0.985646
43980 0.0048174 0.0206274 0.0552934 0.98564
43990 0.00482277 0.0205535 0.0549274 0.985639
44000 0.00482325 0.0204782 0.0545724 0.985637
44010 0.00481769 0.0204003 0.0542276 0.985634
44020 0.00480503 0.0203192 0.0538915 0.985629
44030 0.00478437 0.0202347 0.0535628 0.985625
44040 0.00475503 0.0201463 0.0532404 0.985623
44050 0.0047167 0.0200531 0.052923 0.985621
44060 0.0046695 0.0199537 0.0526095 0.985614
