# R rho
1 5.13871e-06
1 5.36442e-06
1 5.69728e-06
1 6.19279e-06
1 7.17648e-06
1 8.19911e-06
1 9.4087e-06
1 1.15703e-05
1 1.43116e-05
1 1.76546e-05
1 2.11908e-05
1 2.33118e-05
1 2.54468e-05
1 2.86506e-05
1 3.24943e-05
1 3.80473e-05
1 4.54686e-05
1 5.5545e-05
1 6.90429e-05
1 0.000110625
1 0.000135897
1 0.000168648
1 0.000187921
1 0.000158775
1 0.000119135
1 0.00010538
1 0.000104916
1 0.000113389
1 0.000131469
1 0.000155768
1 0.000180598
1 0.000183959
1 0.00018233
1 0.000213592
1 0.000271577
1 0.000321717
1 0.000333531
1 0.00031226
1 0.000272453
1 0.000224989
1 0.000185272
1 0.00016379
1 0.000149462
1 0.00014329
1 0.00014472
1 0.000150039
1 0.000153078
1 0.000150767
1 0.000141147
1 0.000124332
1 0.000105169
1 8.55524e-05
1 6.49213e-05
1 4.56801e-05
1 3.07679e-05
1 2.04046e-05
1 1.41518e-05
1 1.09729e-05
1 1.00873e-05
1 1.08675e-05
1 1.28788e-05
1 1.57154e-05
1 1.90012e-05
1 2.2444e-05
1 2.58268e-05
1 2.8991e-05
1 3.18512e-05
1 3.44242e-05
1 3.67215e-05
1 3.87656e-05
1 4.05191e-05
1 4.19805e-05
1 4.31572e-05
1 4.41134e-05
1 4.4853e-05
1 4.53529e-05
1 4.55329e-05
1 4.5347e-05
1 4.47349e-05
1 4.36798e-05
1 4.21381e-05
1 4.01069e-05
1 3.75426e-05
1 3.44581e-05
1 3.0847e-05
1 2.67709e-05
1 2.23041e-05
1 1.76177e-05
1 1.29128e-05
1 8.49573e-06
1 4.73027e-06
1 2.09635e-06
1 1.16003e-06
1 2.54584e-06
1 6.93661e-06
1 1.47122e-05
1 2.57538e-05
1 3.89603e-05
1 5.25959e-05
1 6.43975e-05
1 7.27088e-05
1 7.69263e-05
1 7.83853e-05
1 7.97095e-05
1 8.39507e-05
1 9.21795e-05
1 0.000102482
1 0.000110973
1 0.000115704
1 0.000117699
1 0.000119373
1 0.000120789
1 0.00012339
1 0.000127891
1 0.000134739
1 0.000141172
1 0.000136739
1 0.000106387
1 8.44634e-05
1 7.44588e-05
1 6.25502e-05
1 4.964e-05
1 3.71756e-05
1 2.64683e-05
1 1.79948e-05
1 1.22726e-05
1 9.11637e-06
1 7.52339e-06
1 6.85472e-06
1 6.16181e-06
1 6.13732e-06
1 6.59372e-06
1 7.1629e-06
1 8.46449e-06
1 1.10291e-05
1 1.49329e-05
1 1.90604e-05
1 2.32956e-05
1 2.644e-05
1 2.94189e-05
1 3.37553e-05
1 3.94953e-05
1 4.51819e-05
1 5.31082e-05
1 6.35599e-05
1 7.46915e-05
1 8.96572e-05
1 0.000134816
1 0.0001608
1 0.000180074
1 0.000162062
1 0.000117856
1 9.56118e-05
1 8.78433e-05
1 8.75175e-05
1 9.53682e-05
1 0.000109491
1 0.000128253
1 0.00014584
1 0.000149262
1 0.000168509
1 0.000220448
1 0.000286804
1 0.000326999
1 0.000330454
1 0.000307921
1 0.000271873
1 0.000234749
1 0.000212862
1 0.000198345
1 0.000183534
1 0.000171824
1 0.000161538
1 0.000149819
1 0.000132124
1 0.000109123
1 8.3553e-05
1 5.88963e-05
1 3.92253e-05
1 2.67441e-05
1 1.96192e-05
1 1.52202e-05
1 1.32066e-05
1 1.36911e-05
1 1.61121e-05
1 1.96794e-05
1 2.38908e-05
1 2.81954e-05
1 3.232e-05
1 3.60632e-05
1 3.93858e-05
1 4.22084e-05
1 4.46375e-05
1 4.67888e-05
1 4.88014e-05
1 5.06654e-05
1 5.24459e-05
1 5.41461e-05
1 5.58156e-05
1 5.74223e-05
1 5.89093e-05
1 6.01872e-05
1 6.12561e-05
1 6.21222e-05
1 6.28044e-05
1 6.3259e-05
1 6.34681e-05
1 6.33744e-05
1 6.29527e-05
1 6.21568e-05
1 6.09719e-05
1 5.93512e-05
1 5.72749e-05
1 5.46891e-05
1 5.15585e-05
1 4.78427e-05
1 4.35274e-05
1 3.86362e-05
1 3.32165e-05
1 2.73781e-05
1 2.1316e-05
1 1.54043e-05
1 1.01436e-05
1 6.21647e-06
1 4.42852e-06
1 5.84461e-06
1 1.15148e-05
1 2.19286e-05
1 3.6321e-05
1 5.22542e-05
1 6.6438e-05
1 7.61294e-05
1 8.10269e-05
1 8.33108e-05
1 8.61566e-05
1 9.17817e-05
1 0.00010045
1 0.00010986
1 0.000118582
1 0.000124572
1 0.000128066
1 0.00012985
1 0.000131658
1 0.000134284
1 0.000136189
1 0.000118405
1 9.60317e-05
1 8.91498e-05
1 8.04916e-05
1 6.81098e-05
1 5.4948e-05
1 4.24036e-05
1 3.0829e-05
1 2.16349e-05
1 1.59214e-05
1 1.28342e-05
1 1.07711e-05
1 9.26506e-06
1 8.46011e-06
1 8.39504e-06
1 8.66203e-06
1 1.0792e-05
1 1.47091e-05
1 2.01147e-05
1 2.59743e-05
1 3.04485e-05
1 3.40942e-05
1 3.89209e-05
1 4.53672e-05
1 5.28336e-05
1 6.07138e-05
1 7.13797e-05
1 8.3636e-05
1 9.62343e-05
1 0.000112375
1 0.000156869
1 0.000173801
1 0.00016059
1 0.000116229
1 8.5731e-05
1 7.27334e-05
1 6.52407e-05
1 6.54578e-05
1 7.22413e-05
1 8.33988e-05
1 0.000100363
1 0.000114815
1 0.000133065
1 0.000180136
1 0.000249825
1 0.000310985
1 0.000341617
1 0.000339604
1 0.000321128
1 0.00029186
1 0.000260796
1 0.000236516
1 0.000206449
1 0.000176589
1 0.000148375
1 0.000120984
1 9.21704e-05
1 6.4314e-05
1 4.19075e-05
1 2.65122e-05
1 1.76278e-05
1 1.38759e-05
1 1.39451e-05
1 1.68062e-05
1 2.08492e-05
1 2.46823e-05
1 2.83983e-05
1 3.21356e-05
1 3.54869e-05
1 3.8355e-05
1 4.08661e-05
1 4.31137e-05
1 4.51614e-05
1 4.7097e-05
1 4.89609e-05
1 5.07218e-05
1 5.23332e-05
1 5.38229e-05
1 5.52402e-05
1 5.65747e-05
1 5.78161e-05
1 5.89001e-05
1 5.98157e-05
1 6.05743e-05
1 6.12228e-05
1 6.17636e-05
1 6.22288e-05
1 6.26527e-05
1 6.30841e-05
1 6.3539e-05
1 6.40096e-05
1 6.44584e-05
1 6.48376e-05
1 6.50786e-05
1 6.51171e-05
1 6.48799e-05
1 6.43177e-05
1 6.33744e-05
1 6.20274e-05
1 6.02425e-05
1 5.80157e-05
1 5.53009e-05
1 5.21096e-05
1 4.84148e-05
1 4.42466e-05
1 3.95162e-05
1 3.4221e-05
1 2.83464e-05
1 2.21578e-05
1 1.60726e-05
1 1.11402e-05
1 8.95582e-06
1 1.17313e-05
1 2.10739e-05
1 3.69035e-05
1 5.60892e-05
1 7.34812e-05
1 8.48335e-05
1 8.90709e-05
1 8.96704e-05
1 9.18965e-05
1 9.98617e-05
1 0.000111538
1 0.000122317
1 0.000130046
1 0.000135927
1 0.000139484
1 0.000140695
1 0.000128421
1 0.000102809
1 9.65957e-05
1 9.39709e-05
1 8.38223e-05
1 7.15017e-05
1 5.91484e-05
1 4.72133e-05
1 3.5938e-05
1 2.75256e-05
1 2.25302e-05
1 1.90204e-05
1 1.65204e-05
1 1.42174e-05
1 1.31075e-05
1 1.3478e-05
1 1.59753e-05
1 2.09716e-05
1 2.771e-05
1 3.47308e-05
1 4.02601e-05
1 4.52754e-05
1 5.20128e-05
1 5.94402e-05
1 6.78086e-05
1 7.87599e-05
1 9.08452e-05
1 0.000104065
1 0.00011816
1 0.000135397
1 0.000169595
1 0.00015834
1 0.000114412
1 7.65796e-05
1 5.98573e-05
1 4.76162e-05
1 4.17989e-05
1 4.36383e-05
1 4.94438e-05
1 6.15671e-05
1 8.10946e-05
1 0.000103864
1 0.000147775
1 0.000216886
1 0.000291056
1 0.000342554
1 0.000364062
1 0.000359906
1 0.000335419
1 0.000295379
1 0.000253283
1 0.000211147
1 0.000165781
1 0.000122109
1 8.23642e-05
1 5.17403e-05
1 3.09611e-05
1 1.94316e-05
1 1.49047e-05
1 1.49887e-05
1 1.77149e-05
1 2.14317e-05
1 2.50432e-05
1 2.8635e-05
1 3.2761e-05
1 3.62185e-05
1 3.8221e-05
1 3.95079e-05
1 4.0686e-05
1 4.17474e-05
1 4.26897e-05
1 4.3606e-05
1 4.45184e-05
1 4.54364e-05
1 4.63464e-05
1 4.72374e-05
1 4.80388e-05
1 4.86808e-05
1 4.90968e-05
1 4.92956e-05
1 4.9306e-05
1 4.92375e-05
1 4.91906e-05
1 4.92494e-05
1 4.94563e-05
1 4.98645e-05
1 5.0469e-05
1 5.1287e-05
1 5.22837e-05
1 5.34661e-05
1 5.47798e-05
1 5.62061e-05
1 5.76797e-05
1 5.91828e-05
1 6.06372e-05
1 6.20296e-05
1 6.32807e-05
1 6.43656e-05
1 6.52e-05
1 6.57567e-05
1 6.59838e-05
1 6.59106e-05
1 6.55131e-05
1 6.48474e-05
1 6.38505e-05
1 6.25048e-05
1 6.05878e-05
1 5.78209e-05
1 5.36158e-05
1 4.74868e-05
1 3.90393e-05
1 2.87009e-05
1 1.77182e-05
1 8.70597e-06
1 5.00313e-06
1 9.98761e-06
1 2.53457e-05
1 4.8738e-05
1 7.3165e-05
1 9.01085e-05
1 9.60787e-05
1 9.43627e-05
1 9.41029e-05
1 0.000100108
1 0.000112777
1 0.000127368
1 0.000140057
1 0.000148724
1 0.000146967
1 0.000119781
1 0.000101157
1 0.000100119
1 9.50578e-05
1 8.59761e-05
1 7.45748e-05
1 6.29736e-05
1 5.24529e-05
1 4.41103e-05
1 3.82706e-05
1 3.37684e-05
1 2.94129e-05
1 2.57435e-05
1 2.31001e-05
1 2.2963e-05
1 2.50802e-05
1 3.017e-05
1 3.76899e-05
1 4.62234e-05
1 5.35157e-05
1 6.06519e-05
1 6.7411e-05
1 7.48835e-05
1 8.41739e-05
1 9.70839e-05
1 0.000109438
1 0.000122636
1 0.000138484
1 0.000155789
1 0.000156766
1 0.000111533
1 6.94365e-05
1 4.93182e-05
1 3.45622e-05
1 2.55237e-05
1 2.3405e-05
1 2.62146e-05
1 3.44986e-05
1 5.37132e-05
1 8.16738e-05
1 0.000124339
1 0.000191843
1 0.000271596
1 0.000336436
1 0.000375319
1 0.000376797
1 0.000350084
1 0.000307347
1 0.000254414
1 0.000204188
1 0.000146182
1 9.27854e-05
1 5.26722e-05
1 2.85845e-05
1 1.71366e-05
1 1.38453e-05
1 1.53783e-05
1 1.92355e-05
1 2.34344e-05
1 2.7367e-05
1 3.08192e-05
1 3.356e-05
1 3.52637e-05
1 3.64725e-05
1 3.78547e-05
1 3.85614e-05
1 3.82053e-05
1 3.77215e-05
1 3.74898e-05
1 3.75264e-05
1 3.77186e-05
1 3.80117e-05
1 3.8234e-05
1 3.83157e-05
1 3.81721e-05
1 3.78257e-05
1 3.73155e-05
1 3.67714e-05
1 3.63222e-05
1 3.60986e-05
1 3.61272e-05
1 3.64136e-05
1 3.69441e-05
1 3.76998e-05
1 3.86446e-05
1 3.97224e-05
1 4.09156e-05
1 4.21952e-05
1 4.35758e-05
1 4.50475e-05
1 4.66301e-05
1 4.83149e-05
1 5.01176e-05
1 5.20155e-05
1 5.40185e-05
1 5.60998e-05
1 5.82645e-05
1 6.04697e-05
1 6.2732e-05
1 6.50092e-05
1 6.73181e-05
1 6.95903e-05
1 7.18264e-05
1 7.39453e-05
1 7.59131e-05
1 7.74834e-05
1 7.83997e-05
1 7.80411e-05
1 7.58444e-05
1 7.09357e-05
1 6.28577e-05
1 5.13437e-05
1 3.7248e-05
1 2.22784e-05
1 9.6326e-06
1 3.16051e-06
1 6.77712e-06
1 2.23844e-05
1 4.75427e-05
1 7.44732e-05
1 9.32524e-05
1 0.00010027
1 9.94689e-05
1 9.96615e-05
1 0.000107248
1 0.000123995
1 0.000141931
1 0.000154184
1 0.000141472
1 0.000116018
1 0.000109458
1 0.000104472
1 9.59366e-05
1 8.71449e-05
1 7.7661e-05
1 6.90305e-05
1 6.24677e-05
1 5.82043e-05
1 5.45996e-05
1 4.95432e-05
1 4.43288e-05
1 4.06061e-05
1 3.88331e-05
1 3.89467e-05
1 4.28106e-05
1 5.07568e-05
1 6.09909e-05
1 7.11624e-05
1 7.85652e-05
1 8.42045e-05
1 9.07968e-05
1 0.000100716
1 0.000112836
1 0.000124916
1 0.000138198
1 0.000154671
1 0.00016704
1 0.000110096
1 6.3026e-05
1 4.17557e-05
1 2.61421e-05
1 1.50366e-05
1 1.20211e-05
1 1.44344e-05
1 2.03472e-05
1 3.61676e-05
1 6.57736e-05
1 0.000109023
1 0.000173916
1 0.000255594
1 0.000329752
1 0.000366615
1 0.000367818
1 0.000343455
1 0.000299715
1 0.000243621
1 0.000182578
1 0.000125866
1 7.689e-05
1 4.16751e-05
1 2.22849e-05
1 1.56754e-05
1 1.5805e-05
1 1.86303e-05
1 2.24355e-05
1 2.60438e-05
1 2.90733e-05
1 3.15274e-05
1 3.31386e-05
1 3.38674e-05
1 3.3729e-05
1 3.30863e-05
1 3.25941e-05
1 3.26762e-05
1 3.24797e-05
1 3.18591e-05
1 3.1236e-05
1 3.07668e-05
1 3.02194e-05
1 2.95773e-05
1 2.88137e-05
1 2.80508e-05
1 2.73834e-05
1 2.69824e-05
1 2.6902e-05
1 2.71571e-05
1 2.76548e-05
1 2.83269e-05
1 2.90952e-05
1 2.9955e-05
1 3.08733e-05
1 3.18629e-05
1 3.29249e-05
1 3.4081e-05
1 3.53345e-05
1 3.66935e-05
1 3.8152e-05
1 3.97076e-05
1 4.13455e-05
1 4.30522e-05
1 4.48201e-05
1 4.66322e-05
1 4.85031e-05
1 5.04341e-05
1 5.24572e-05
1 5.46135e-05
1 5.69533e-05
1 5.95415e-05
1 6.24708e-05
1 6.58199e-05
1 6.96703e-05
1 7.40328e-05
1 7.88075e-05
1 8.37586e-05
1 8.84354e-05
1 9.22389e-05
1 9.43494e-05
1 9.39704e-05
1 9.03016e-05
1 8.29048e-05
1 7.16397e-05
1 5.70715e-05
1 4.04597e-05
1 2.38962e-05
1 1.02428e-05
1 3.0211e-06
1 5.49088e-06
1 1.957e-05
1 4.38475e-05
1 7.24927e-05
1 9.70669e-05
1 0.000109559
1 0.000112516
1 0.000114732
1 0.000124389
1 0.000140953
1 0.000147952
1 0.000128666
1 0.000119823
1 0.000119714
1 0.000109806
1 9.81767e-05
1 8.95952e-05
1 8.51911e-05
1 8.25071e-05
1 7.94642e-05
1 7.64179e-05
1 7.34842e-05
1 7.01425e-05
1 6.60125e-05
1 6.15093e-05
1 5.93813e-05
1 6.08311e-05
1 6.82786e-05
1 7.98739e-05
1 9.11379e-05
1 9.78629e-05
1 0.000101369
1 0.00010642
1 0.000114722
1 0.000124006
1 0.000136122
1 0.000149524
1 0.000162039
1 0.000154436
1 5.93052e-05
1 3.75526e-05
1 2.34578e-05
1 1.05881e-05
1 6.82548e-06
1 1.19175e-05
1 2.00741e-05
1 3.19041e-05
1 5.70537e-05
1 9.82375e-05
1 0.000161833
1 0.000239494
1 0.000309058
1 0.00034762
1 0.000352431
1 0.000326038
1 0.000280513
1 0.000224447
1 0.000160138
1 0.000110636
1 7.25519e-05
1 4.56435e-05
1 2.83657e-05
1 2.04191e-05
1 1.97851e-05
1 2.18049e-05
1 2.41571e-05
1 2.62237e-05
1 2.78086e-05
1 2.8706e-05
1 2.89183e-05
1 2.87693e-05
1 2.86009e-05
1 2.84366e-05
1 2.80171e-05
1 2.73818e-05
1 2.68089e-05
1 2.65067e-05
1 2.58564e-05
1 2.48361e-05
1 2.36997e-05
1 2.27516e-05
1 2.19727e-05
1 2.15269e-05
1 2.14059e-05
1 2.16024e-05
1 2.19685e-05
1 2.24526e-05
1 2.29582e-05
1 2.35121e-05
1 2.40989e-05
1 2.47644e-05
1 2.5495e-05
1 2.63293e-05
1 2.72432e-05
1 2.82418e-05
1 2.92753e-05
1 3.03409e-05
1 3.14149e-05
1 3.25149e-05
1 3.36435e-05
1 3.48329e-05
1 3.61062e-05
1 3.74974e-05
1 3.90163e-05
1 4.06846e-05
1 4.25102e-05
1 4.45071e-05
1 4.66914e-05
1 4.90862e-05
1 5.17356e-05
1 5.47124e-05
1 5.81163e-05
1 6.20738e-05
1 6.67643e-05
1 7.23065e-05
1 7.87804e-05
1 8.60186e-05
1 9.35647e-05
1 0.000100488
1 0.000105573
1 0.000107394
1 0.000104927
1 9.76487e-05
1 8.61014e-05
1 7.12805e-05
1 5.48148e-05
1 3.82455e-05
1 2.32573e-05
1 1.11984e-05
1 4.37676e-06
1 6.25651e-06
1 1.95999e-05
1 4.52981e-05
1 7.87282e-05
1 0.000109717
1 0.000127528
1 0.000133074
1 0.000134623
1 0.000139882
1 0.000130671
1 0.000119927
1 0.000125778
1 0.00012581
1 0.000116806
1 0.000107036
1 0.00010185
1 0.000101362
1 0.000100606
1 9.80888e-05
1 9.70754e-05
1 9.6522e-05
1 9.47152e-05
1 9.10217e-05
1 8.75648e-05
1 8.73021e-05
1 9.22694e-05
1 0.000101939
1 0.000111691
1 0.000116422
1 0.00011798
1 0.00011986
1 0.000123924
1 0.000130703
1 0.000142161
1 0.000153774
1 0.000148043
1 0.000107845
1 3.52848e-05
1 2.5637e-05
1 1.40775e-05
1 1.02403e-05
1 1.59927e-05
1 2.74121e-05
1 4.01093e-05
1 5.91103e-05
1 9.36714e-05
1 0.000149873
1 0.000217916
1 0.000277103
1 0.000316846
1 0.000329111
1 0.000312526
1 0.000266656
1 0.000206547
1 0.000151027
1 0.000103649
1 7.22793e-05
1 5.12657e-05
1 3.66685e-05
1 2.85171e-05
1 2.516e-05
1 2.39523e-05
1 2.42119e-05
1 2.46639e-05
1 2.48165e-05
1 2.44042e-05
1 2.41703e-05
1 2.39963e-05
1 2.39741e-05
1 2.3825e-05
1 2.36558e-05
1 2.34154e-05
1 2.30124e-05
1 2.22197e-05
1 2.13039e-05
1 2.05008e-05
1 1.97112e-05
1 1.90025e-05
1 1.84276e-05
1 1.8133e-05
1 1.80043e-05
1 1.80217e-05
1 1.80656e-05
1 1.8176e-05
1 1.82975e-05
1 1.85313e-05
1 1.88095e-05
1 1.91711e-05
1 1.9482e-05
1 1.97821e-05
1 1.99544e-05
1 2.00814e-05
1 2.00966e-05
1 2.01367e-05
1 2.01542e-05
1 2.02937e-05
1 2.04947e-05
1 2.08934e-05
1 2.14064e-05
1 2.21575e-05
1 2.30496e-05
1 2.42036e-05
1 2.55121e-05
1 2.71038e-05
1 2.88675e-05
1 3.09536e-05
1 3.32587e-05
1 3.59609e-05
1 3.89795e-05
1 4.25392e-05
1 4.65903e-05
1 5.14091e-05
1 5.69513e-05
1 6.34911e-05
1 7.09162e-05
1 7.93333e-05
1 8.82632e-05
1 9.72289e-05
1 0.000104896
1 0.000109931
1 0.000110563
1 0.000105957
1 9.6078e-05
1 8.25069e-05
1 6.71164e-05
1 5.19889e-05
1 3.7975e-05
1 2.53369e-05
1 1.48242e-05
1 8.54891e-06
1 1.05814e-05
1 2.59251e-05
1 5.52717e-05
1 9.40309e-05
1 0.000130431
1 0.000150768
1 0.000153374
1 0.00013905
1 0.000115254
1 0.000117355
1 0.000129663
1 0.000132678
1 0.000132551
1 0.000128583
1 0.00012249
1 0.000118869
1 0.000119282
1 0.00012033
1 0.00012054
1 0.000120628
1 0.000122372
1 0.00012301
1 0.000122288
1 0.000123115
1 0.000126988
1 0.000130627
1 0.000132659
1 0.000131206
1 0.000129039
1 0.000128514
1 0.000133363
1 0.000142163
1 0.000139261
1 0.000102255
1 5.5125e-05
1 2.7926e-05
1 2.07365e-05
1 2.15225e-05
1 3.11579e-05
1 4.22253e-05
1 5.37085e-05
1 6.99258e-05
1 9.65715e-05
1 0.000135895
1 0.000190516
1 0.000242217
1 0.000281773
1 0.00030005
1 0.000290051
1 0.000256336
1 0.000206438
1 0.000156194
1 0.000108192
1 7.6619e-05
1 5.56022e-05
1 4.1472e-05
1 3.2389e-05
1 2.70788e-05
1 2.53414e-05
1 2.38175e-05
1 2.23554e-05
1 2.16928e-05
1 2.10311e-05
1 2.04607e-05
1 2.01402e-05
1 2.01585e-05
1 2.02057e-05
1 2.03493e-05
1 2.03886e-05
1 2.01651e-05
1 1.95397e-05
1 1.86567e-05
1 1.75457e-05
1 1.65639e-05
1 1.59519e-05
1 1.56735e-05
1 1.55164e-05
1 1.52266e-05
1 1.47929e-05
1 1.43162e-05
1 1.38928e-05
1 1.35326e-05
1 1.32265e-05
1 1.28678e-05
1 1.24304e-05
1 1.18888e-05
1 1.13317e-05
1 1.07864e-05
1 1.03524e-05
1 1.00316e-05
1 9.89125e-06
1 9.88033e-06
1 1.00438e-05
1 1.03168e-05
1 1.07432e-05
1 1.12569e-05
1 1.19184e-05
1 1.26642e-05
1 1.35683e-05
1 1.45772e-05
1 1.57711e-05
1 1.70944e-05
1 1.86431e-05
1 2.03574e-05
1 2.23492e-05
1 2.45682e-05
1 2.71475e-05
1 3.00583e-05
1 3.34895e-05
1 3.74786e-05
1 4.22841e-05
1 4.79573e-05
1 5.47272e-05
1 6.24336e-05
1 7.09532e-05
1 7.9587e-05
1 8.7763e-05
1 9.4536e-05
1 9.93785e-05
1 0.000101544
1 0.000100761
1 9.64125e-05
1 8.86186e-05
1 7.78423e-05
1 6.54831e-05
1 5.25357e-05
1 3.99099e-05
1 2.82624e-05
1 1.88895e-05
1 1.44512e-05
1 1.95063e-05
1 3.88781e-05
1 7.38301e-05
1 0.000117994
1 0.000154543
1 0.000164876
1 0.000134873
1 0.000112549
1 0.000123646
1 0.000138896
1 0.000148172
1 0.000152223
1 0.000151013
1 0.000146396
1 0.000141527
1 0.000139883
1 0.000143183
1 0.000148084
1 0.00015242
1 0.000157136
1 0.000160223
1 0.000158181
1 0.00015266
1 0.000147109
1 0.000143675
1 0.000139433
1 0.000132891
1 0.000129414
1 0.000132104
1 0.000127441
1 9.50088e-05
1 4.97084e-05
1 3.17376e-05
1 2.58518e-05
1 3.11114e-05
1 4.78898e-05
1 6.83662e-05
1 7.71756e-05
1 8.53687e-05
1 0.000101616
1 0.000122116
1 0.000159511
1 0.000208351
1 0.000248547
1 0.000268997
1 0.00026527
1 0.000245953
1 0.000210101
1 0.000165883
1 0.000125215
1 8.94131e-05
1 6.45044e-05
1 4.71748e-05
1 3.38684e-05
1 2.47e-05
1 2.16035e-05
1 2.11637e-05
1 2.15049e-05
1 2.01305e-05
1 1.87529e-05
1 1.82041e-05
1 1.79368e-05
1 1.7678e-05
1 1.77964e-05
1 1.82182e-05
1 1.82758e-05
1 1.77704e-05
1 1.68834e-05
1 1.59144e-05
1 1.49842e-05
1 1.42234e-05
1 1.33934e-05
1 1.25315e-05
1 1.17068e-05
1 1.1195e-05
1 1.098e-05
1 1.08886e-05
1 1.05663e-05
1 1.00708e-05
1 9.3934e-06
1 8.72474e-06
1 8.10298e-06
1 7.71851e-06
1 7.51085e-06
1 7.52841e-06
1 7.64516e-06
1 7.89148e-06
1 8.15461e-06
1 8.48838e-06
1 8.79407e-06
1 9.13436e-06
1 9.4185e-06
1 9.72328e-06
1 9.97436e-06
1 1.0269e-05
1 1.05381e-05
1 1.08851e-05
1 1.12459e-05
1 1.1737e-05
1 1.23017e-05
1 1.30709e-05
1 1.39994e-05
1 1.52322e-05
1 1.67284e-05
1 1.86466e-05
1 2.09484e-05
1 2.38276e-05
1 2.72707e-05
1 3.15255e-05
1 3.66034e-05
1 4.27809e-05
1 4.99518e-05
1 5.81598e-05
1 6.68412e-05
1 7.54505e-05
1 8.27485e-05
1 8.79666e-05
1 9.0348e-05
1 9.02894e-05
1 8.83266e-05
1 8.56551e-05
1 8.22638e-05
1 7.81227e-05
1 7.19367e-05
1 6.33481e-05
1 5.31108e-05
1 4.19513e-05
1 3.15858e-05
1 2.44159e-05
1 2.32036e-05
1 3.28956e-05
1 5.84573e-05
1 9.81851e-05
1 0.000140883
1 0.000155145
1 0.000135689
1 0.00013223
1 0.000141266
1 0.000150782
1 0.000162115
1 0.000170547
1 0.00017472
1 0.000172354
1 0.000167339
1 0.000166901
1 0.000174485
1 0.000183602
1 0.000189205
1 0.000190864
1 0.000187301
1 0.000173346
1 0.000158246
1 0.000148986
1 0.000141425
1 0.000132591
1 0.000127353
1 0.000118848
1 8.76032e-05
1 4.35775e-05
1 2.75561e-05
1 2.80216e-05
1 3.68624e-05
1 5.7505e-05
1 8.70555e-05
1 0.000108308
1 0.000112247
1 0.000105774
1 0.000109131
1 0.000132331
1 0.000175548
1 0.000214117
1 0.000237081
1 0.000244442
1 0.000236755
1 0.000215097
1 0.000177374
1 0.000141787
1 0.000107718
1 8.04262e-05
1 5.59577e-05
1 3.61979e-05
1 2.45333e-05
1 1.76165e-05
1 1.5561e-05
1 1.63831e-05
1 1.77384e-05
1 1.89289e-05
1 1.81433e-05
1 1.73338e-05
1 1.72453e-05
1 1.72596e-05
1 1.67209e-05
1 1.58049e-05
1 1.48816e-05
1 1.40031e-05
1 1.31183e-05
1 1.22437e-05
1 1.13698e-05
1 1.04662e-05
1 9.64122e-06
1 8.90295e-06
1 8.32551e-06
1 7.90194e-06
1 7.74134e-06
1 7.87632e-06
1 8.23282e-06
1 8.51851e-06
1 8.69367e-06
1 8.72669e-06
1 8.71693e-06
1 8.64136e-06
1 8.62256e-06
1 8.65799e-06
1 8.82162e-06
1 9.02869e-06
1 9.30198e-06
1 9.55548e-06
1 9.83121e-06
1 1.00682e-05
1 1.03278e-05
1 1.05513e-05
1 1.07973e-05
1 1.1006e-05
1 1.12341e-05
1 1.1422e-05
1 1.16325e-05
1 1.18038e-05
1 1.20119e-05
1 1.22032e-05
1 1.24655e-05
1 1.27688e-05
1 1.32313e-05
1 1.3862e-05
1 1.48271e-05
1 1.61956e-05
1 1.82198e-05
1 2.10298e-05
1 2.49328e-05
1 3.00405e-05
1 3.65502e-05
1 4.42794e-05
1 5.30047e-05
1 6.20192e-05
1 7.07563e-05
1 7.82098e-05
1 8.35891e-05
1 8.5923e-05
1 8.50748e-05
1 8.13837e-05
1 7.67027e-05
1 7.25745e-05
1 7.00065e-05
1 6.80805e-05
1 6.49112e-05
1 5.95327e-05
1 5.16204e-05
1 4.26912e-05
1 3.46604e-05
1 2.99403e-05
1 3.31077e-05
1 4.96497e-05
1 8.16604e-05
1 0.000120106
1 0.000136516
1 0.000148783
1 0.000162169
1 0.000161186
1 0.000163986
1 0.000176325
1 0.000187584
1 0.000196848
1 0.00020308
1 0.000203886
1 0.000205092
1 0.000211334
1 0.000218168
1 0.00021642
1 0.000200892
1 0.000179844
1 0.000160333
1 0.000147126
1 0.000138419
1 0.000129999
1 0.000116445
1 8.3816e-05
1 3.99764e-05
1 2.24285e-05
1 2.61357e-05
1 2.84461e-05
1 6.15207e-05
1 9.52591e-05
1 0.000126185
1 0.00013397
1 0.000119846
1 0.000100854
1 0.000105453
1 0.000146547
1 0.000183619
1 0.000204685
1 0.00022068
1 0.000226725
1 0.000221145
1 0.000194147
1 0.000158615
1 0.0001263
1 9.55144e-05
1 6.96183e-05
1 4.55639e-05
1 2.68076e-05
1 1.53496e-05
1 1.20087e-05
1 1.10994e-05
1 1.24972e-05
1 1.5252e-05
1 1.78568e-05
1 1.94909e-05
1 1.86892e-05
1 1.71982e-05
1 1.54996e-05
1 1.38337e-05
1 1.22733e-05
1 1.10922e-05
1 1.02293e-05
1 9.63112e-06
1 9.04202e-06
1 8.53378e-06
1 8.01411e-06
1 7.58089e-06
1 7.08221e-06
1 6.5675e-06
1 6.03765e-06
1 5.80219e-06
1 5.96971e-06
1 6.67644e-06
1 7.60523e-06
1 8.54828e-06
1 9.25118e-06
1 9.79406e-06
1 1.01209e-05
1 1.0358e-05
1 1.04392e-05
1 1.04901e-05
1 1.04456e-05
