# Test: A5_GravitationalWaves
# Date: 2026-01-06T00:09:49
# Git: 090b6de (main branch)
# TRD Version: v3D Unified
# Golden Key: 246 GeV
# Parameters: M1=1.0, M2=1.0, a_initial=10.0, dt=0.01, steps=10000, test=orbital_decay
#
Time,Separation,Frequency,E_Orbital,E_Radiated,E_Total
81.000000,7.279155,0.036114,-0.068274,0.018274,-0.050000
82.000000,7.211843,0.036620,-0.068915,0.018915,-0.050000
83.000000,7.144449,0.037133,-0.069586,0.019586,-0.050000
84.000000,7.076973,0.037655,-0.070290,0.020290,-0.050000
85.000000,7.009400,0.038184,-0.071029,0.021029,-0.050000
86.000000,6.941706,0.038722,-0.071804,0.021804,-0.050000
87.000000,6.873854,0.039269,-0.072617,0.022617,-0.050000
88.000000,6.805790,0.039825,-0.073472,0.023472,-0.050000
89.000000,6.737448,0.040390,-0.074371,0.024371,-0.050000
90.000000,6.668742,0.040967,-0.075317,0.025317,-0.050000
91.000000,6.599569,0.041556,-0.076313,0.026313,-0.050000
92.000000,6.529805,0.042158,-0.077363,0.027363,-0.050000
93.000000,6.459303,0.042777,-0.078470,0.028470,-0.050000
94.000000,6.387895,0.043413,-0.079640,0.029640,-0.050000
95.000000,6.315384,0.044071,-0.080878,0.030878,-0.050000
96.000000,6.241549,0.044754,-0.082190,0.032190,-0.050000
97.000000,6.166135,0.045465,-0.083582,0.033582,-0.050000
98.000000,6.088857,0.046211,-0.085064,0.035064,-0.050000
99.000000,6.009394,0.046997,-0.086644,0.036644,-0.050000
100.000000,5.927384,0.047830,-0.088333,0.038333,-0.050000
