# step F_x F_y v_x v_y alignment
41790 -0.000320353 -0.000925094 0.22995 0.00190735 -0.335054
41800 -0.000332566 -0.000922285 0.226479 0.000152588 -0.339844
41810 -0.000347689 -0.000919959 0.221062 0.00495911 -0.374423
41820 -0.000360578 -0.000923058 0.215683 0.000839233 -0.36748
41830 -0.000373864 -0.000928259 0.207596 0.00183105 -0.381762
41840 -0.000387693 -0.000935398 0.20134 0.00282288 -0.395797
41850 -0.000401889 -0.000945756 0.19104 0.00190735 -0.400262
41860 -0.000415292 -0.000957542 0.183105 0.00213623 -0.408571
41870 -0.0004268 -0.000972385 0.172539 -0.00152588 -0.393797
41880 -0.000438231 -0.000989221 0.167542 0.0050354 -0.432324
41890 -0.000448019 -0.00100749 0.155373 0.00541687 -0.437915
41900 -0.000456351 -0.00102696 0.146256 -0.000305176 -0.404175
41910 -0.000462169 -0.00104696 0.137711 0.00808716 -0.456779
41920 -0.000465196 -0.00106866 0.123062 0.00442505 -0.43182
41930 -0.00046571 -0.00109006 0.115242 0.00808716 -0.45629
41940 -0.000463767 -0.00111158 0.104866 0.0120544 -0.487919
41950 -0.000458681 -0.00113151 0.0953674 0.0114441 -0.483419
41960 -0.00045008 -0.00115077 0.0829315 0.0179291 -0.552812
41970 -0.000439072 -0.00116695 0.070343 0.0134277 -0.5214
41980 -0.000423771 -0.00118254 0.0578308 0.0151062 -0.564315
41990 -0.000408779 -0.00119431 0.0496674 0.0170136 -0.612955
42000 -0.000394741 -0.00119961 0.0428772 0.0239563 -0.736181
42010 -0.000375797 -0.00120267 0.0244141 0.0162506 -0.777159
42020 -0.000355514 -0.00120538 0.0203323 0.0228882 -0.904954
42030 -0.000338112 -0.00120048 0.00946045 0.0190735 -0.982769
42040 -0.000322208 -0.00119222 0.00297546 0.0223541 -0.99135
42050 -0.000306071 -0.0011818 -0.00480652 0.0159454 -0.854508
42060 -0.000292549 -0.00116774 -0.00965119 0.0186157 -0.749317
42070 -0.000280952 -0.00115179 -0.0117874 0.0171661 -0.666736
42080 -0.000271252 -0.00113263 -0.0209808 0.0113678 -0.258508
42090 -0.000263286 -0.00111362 -0.018158 0.0128174 -0.373243
42100 -0.00025892 -0.00109219 -0.0181961 0.0166321 -0.486215
42110 -0.000255275 -0.0010711 -0.0212097 0.010376 -0.219217
42120 -0.000253878 -0.00104995 -0.0185394 0.0151062 -0.431777
42130 -0.000255259 -0.00102878 -0.0149155 0.0177765 -0.588728
42140 -0.000257403 -0.00100974 -0.00812531 0.0210571 -0.815115
42150 -0.000261061 -0.000991674 -0.00640869 0.0250244 -0.87366
42160 -0.000266924 -0.000974714 -0.00934601 0.0245667 -0.807543
42170 -0.00027311 -0.000960471 -0.00553131 0.0242615 -0.877009
42180 -0.000283735 -0.00094761 -0.00133514 0.0297546 -0.944158
42190 -0.00029649 -0.000936807 -0.00591278 0.0286102 -0.872591
42200 -0.000306481 -0.000927982 0.00255585 0.0348663 -0.969939
42210 -0.000312021 -0.000925116 -0.00530243 0.029068 -0.874822
42220 -0.000321573 -0.000923262 -0.00675201 0.0265503 -0.834158
42230 -0.000336753 -0.000920497 -0.00572205 0.0227356 -0.826873
42240 -0.00035008 -0.000921138 -0.00602722 0.0247192 -0.824005
42250 -0.000362966 -0.000925469 -0.00907898 0.0158691 -0.626747
42260 -0.000377293 -0.000932168 -0.0104523 0.0110626 -0.416113
42270 -0.000390313 -0.000942011 -0.0119019 0.00610352 -0.0809559
42280 -0.000403495 -0.000953562 -0.0125122 0.00183105 0.252234
42290 -0.00041566 -0.000966444 -0.00770569 -0.000228882 0.422199
42300 -0.000427063 -0.000982726 -0.0114822 -0.00640869 0.795007
42310 -0.000437641 -0.000999942 -0.00644684 -0.00610352 0.920984
42320 -0.000445015 -0.00101991 -0.00602722 -0.00526428 0.904139
42330 -0.000451907 -0.00104005 -0.00938416 -0.00923157 0.927285
42340 -0.000456549 -0.00106089 -0.00881195 -0.00488281 0.790966
42350 -0.000456387 -0.00108231 -0.0115967 -0.00602722 0.769696
42360 -0.000455445 -0.00110378 -0.00808716 0.00144959 0.21235
42370 -0.000451607 -0.00112357 -0.0117493 0.0050354 -0.0227114
42380 -0.00044411 -0.00114252 -0.0159836 0.00808716 -0.0975163
42390 -0.00043322 -0.00116019 -0.0212097 0.00579834 0.0903866
42400 -0.000419465 -0.00117591 -0.0228119 0.0130463 -0.175942
42410 -0.000405284 -0.00118852 -0.0302506 0.0169373 -0.180778
42420 -0.000391072 -0.00119573 -0.0259018 0.0177765 -0.281525
42430 -0.000374112 -0.00120019 -0.0309372 0.0234985 -0.340476
42440 -0.000353494 -0.00120261 -0.0314713 0.0230408 -0.339206
42450 -0.000335051 -0.00119989 -0.0315476 0.0230408 -0.350876
42460 -0.000318991 -0.00119313 -0.0279236 0.0232697 -0.420042
42470 -0.000303633 -0.00118335 -0.021286 0.0278473 -0.618619
42480 -0.000289804 -0.00117112 -0.0127792 0.0267029 -0.771918
42490 -0.000277386 -0.00115551 -0.0062561 0.0226593 -0.875184
42500 -0.000266659 -0.00113717 0.00450134 0.0279999 -0.997485
42510 -0.000259811 -0.00111737 0.0185013 0.026474 -0.92811
42520 -0.000253756 -0.00109659 0.0294495 0.0236511 -0.785829
42530 -0.000249509 -0.0010753 0.0405502 0.0298309 -0.759314
42540 -0.00024836 -0.00105383 0.0579834 0.029068 -0.641268
42550 -0.000248184 -0.00103314 0.0682831 0.0293732 -0.598794
42560 -0.000250696 -0.00101281 0.0801849 0.0276184 -0.543295
42570 -0.000254501 -0.000993934 0.0938416 0.0299072 -0.5305
42580 -0.000259981 -0.000976696 0.105629 0.0339508 -0.54059
42590 -0.000264726 -0.000961763 0.116997 0.0305939 -0.500664
42600 -0.000273497 -0.000949768 0.129433 0.0310516 -0.493259
42610 -0.00028609 -0.000937014 0.141487 0.0287628 -0.476692
42620 -0.0002973 -0.000927678 0.151215 0.0287628 -0.477759
42630 -0.000302853 -0.000923781 0.162735 0.0262451 -0.458847
42640 -0.000310082 -0.000922766 0.172386 0.0205994 -0.428753
42650 -0.00032476 -0.00092003 0.184479 0.0190735 -0.428073
42660 -0.000339056 -0.000918279 0.193977 0.0135803 -0.411043
42670 -0.000351308 -0.000922109 0.206528 0.0127411 -0.412886
42680 -0.000365148 -0.000927732 0.214577 0.00778198 -0.399729
42690 -0.000378666 -0.000936709 0.226097 0.00106812 -0.379161
42700 -0.000391491 -0.000948136 0.240822 0.00328064 -0.394207
42710 -0.000405007 -0.0009609 0.251808 0.00305176 -0.399536
42720 -0.000416967 -0.000976298 0.258141 -0.00221252 -0.384872
42730 -0.000427472 -0.000992575 0.271149 -0.000152588 -0.39503
42740 -0.000434904 -0.00101195 0.28492 0.000915527 -0.397798
42750 -0.000250312 -0.00073072 0.290298 -0.000305176 -0.323075
42760 -0.000254279 -0.000745089 0.297775 0 -0.322983
42770 -0.000254425 -0.000760396 0.302391 0.00213623 -0.323996
42780 -0.000253999 -0.000776572 0.307426 0.00106812 -0.314171
42790 -0.000251324 -0.000792616 0.309334 0.000152588 -0.302722
42800 -0.000245196 -0.000808922 0.315094 0.00511169 -0.305567
42810 -0.000237143 -0.000823476 0.319519 0.00686646 -0.297314
42820 -0.000227519 -0.000837935 0.317459 0.00244141 -0.26945
42830 -0.000214765 -0.0008502 0.32032 0.00709534 -0.266323
42840 -0.00019891 -0.000861597 0.324326 0.00930786 -0.252805
42850 -0.000186039 -0.000869412 0.32238 0.00488281 -0.224031
42860 -0.000173183 -0.000872863 0.324554 0.0114441 -0.229058
42870 -0.000155801 -0.000876254 0.322228 0.010376 -0.206654
42880 -0.000138756 -0.000876734 0.324402 0.0109863 -0.189661
42890 -0.000124857 -0.000873454 0.324516 0.0112152 -0.175615
42900 -0.000112338 -0.000868395 0.321426 0.0121307 -0.165605
42910 -0.000100525 -0.000859607 0.32383 0.00816345 -0.141145
42920 -9.18419e-05 -0.000849394 0.323639 0.01091 -0.140935
42930 -8.54063e-05 -0.000837358 0.325241 0.0112152 -0.135693
42940 -8.05284e-05 -0.000823032 0.326843 0.00778198 -0.121041
42950 -7.71633e-05 -0.000807834 0.330124 0.0123596 -0.132263
42960 -7.68837e-05 -0.000792741 0.328445 0.00686646 -0.117314
42970 -7.75743e-05 -0.00077661 0.328064 0.00854492 -0.125269
42980 -7.9528e-05 -0.000760519 0.334625 0.0037384 -0.115108
42990 -8.41118e-05 -0.000745929 0.330048 0.00411987 -0.124445
43000 -8.86953e-05 -0.000732115 0.337906 -0.001297 -0.116459
43010 -9.47337e-05 -0.000718216 0.335007 -0.00465393 -0.116985
43020 -0.000102916 -0.00070565 0.340042 -0.00411987 -0.132321
43030 -0.00011151 -0.000695229 0.33989 -0.00679016 -0.138617
43040 -0.000121707 -0.00068549 0.337448 -0.0145721 -0.132172
43050 -0.000134312 -0.000677259 0.34111 -0.0112915 -0.16197
43060 2.60043e-05 -0.00049367 0.336914 -0.0139618 0.0939048
43070 1.87025e-05 -0.000489203 0.335388 -0.0153351 0.0838051
43080 1.30021e-05 -0.000488835 0.332565 -0.018158 0.0810484
43090 1.30755e-06 -0.00048554 0.338135 -0.0108337 0.0347147
43100 -9.44664e-06 -0.000482528 0.331497 -0.0162506 0.0294035
43110 -1.92017e-05 -0.000483628 0.333862 -0.0135803 0.000971335
43120 -2.81046e-05 -0.000485271 0.333176 -0.01091 -0.0251141
43130 -3.58468e-05 -0.00048806 0.337677 -0.00999451 -0.0437127
43140 -4.34568e-05 -0.000492804 0.329895 -0.0101471 -0.0571751
43150 -5.03174e-05 -0.000499031 0.338669 -0.00892639 -0.0740715
43160 -5.51948e-05 -0.000505832 0.334854 -0.00801087 -0.0846664
43170 -5.89115e-05 -0.000513529 0.335083 -0.00846863 -0.0888345
43180 -6.13939e-05 -0.00052356 0.33699 -0.00617981 -0.0982345
43190 -6.12471e-05 -0.000533741 0.332031 -0.0157166 -0.0669015
43200 -6.03212e-05 -0.000544786 0.331955 -0.00816345 -0.0855835
43210 -5.65161e-05 -0.000557066 0.331268 -0.0154114 -0.0545912
43220 -5.00373e-05 -0.000569656 0.328217 -0.0160217 -0.0388274
43230 -4.29119e-05 -0.000581404 0.328903 -0.0177002 -0.0199085
43240 -3.27751e-05 -0.000593478 0.323944 -0.0192261 0.00411096
43250 -2.26531e-05 -0.000604451 0.320206 -0.0206757 0.0270174
43260 -9.34331e-06 -0.000613779 0.316467 -0.0261688 0.0672306
43270 8.10926e-06 -0.000623487 0.313797 -0.022049 0.0830595
43280 2.11692e-05 -0.000632109 0.308838 -0.0231934 0.108223
43290 3.18786e-05 -0.00063503 0.304871 -0.0219727 0.121802
43300 4.83904e-05 -0.000638771 0.303345 -0.0209045 0.143914
43310 6.34923e-05 -0.000642401 0.296631 -0.0224304 0.173113
43320 7.56703e-05 -0.000641795 0.294266 -0.0196075 0.182861
43330 8.62178e-05 -0.000638121 0.293655 -0.0206757 0.203166
43340 9.46056e-05 -0.000633432 0.289688 -0.0201416 0.21596
43350 0.00010032 -0.000626788 0.294189 -0.0171661 0.215293
43360 0.000105167 -0.00061818 0.287018 -0.0236511 0.248109
43370 0.000283668 -0.000462095 0.289841 -0.0212097 0.583965
43380 0.000282316 -0.000454646 0.291672 -0.0246429 0.597175
43390 0.000278525 -0.000446579 0.295944 -0.0241852 0.596548
43400 0.000273352 -0.000438835 0.299072 -0.0255585 0.599073
43410 0.000266947 -0.000429653 0.300446 -0.0263214 0.599859
43420 0.000257647 -0.000420778 0.303421 -0.029068 0.601143
43430 0.000248553 -0.000411317 0.304031 -0.0289917 0.5961
43440 0.00023821 -0.000402501 0.305328 -0.0279999 0.585774
43450 0.000226502 -0.000394553 0.304108 -0.0283813 0.5763
43460 0.000215322 -0.000386194 0.302963 -0.0271606 0.563018
43470 0.000204364 -0.000378863 0.29747 -0.0243378 0.544936
43480 0.000192023 -0.00037272 0.302506 -0.0177002 0.50913
43490 0.000177112 -0.000366123 0.300598 -0.0180817 0.488739
43500 0.000167284 -0.00036076 0.290527 -0.0177765 0.475295
43510 0.000160968 -0.000359673 0.289917 -0.0149536 0.45497
43520 0.000151566 -0.000356705 0.29068 -0.0122833 0.429576
43530 0.00014021 -0.000353736 0.291901 -0.00770569 0.392884
43540 0.000131411 -0.000353544 0.293274 -0.0108337 0.382773
43550 0.000123523 -0.000353352 0.293579 -0.0114441 0.366511
43560 0.00011678 -0.000355083 0.298615 -0.00686646 0.334172
43570 0.000109993 -0.000357756 0.299988 -0.0101471 0.326021
43580 0.000104969 -0.00036106 0.304718 -0.0101471 0.310969
43590 0.000102163 -0.00036526 0.310288 -0.0148773 0.315174
43600 9.99154e-05 -0.000371121 0.316925 -0.0138092 0.301757
43610 0.000101105 -0.000377451 0.320053 -0.0102234 0.289448
43620 0.000101971 -0.00038491 0.326004 -0.00976563 0.284916
43630 0.000106083 -0.000393017 0.328445 -0.0112915 0.293612
43640 0.000112561 -0.000401564 0.334015 -0.0102234 0.299234
43650 0.00011945 -0.000410362 0.33226 -0.0138092 0.319114
43660 0.000130172 -0.000420349 0.338821 -0.0139618 0.334895
43670 0.000142099 -0.000430041 0.343475 -0.0124359 0.347896
43680 0.000156214 -0.000439369 0.337372 -0.0151825 0.377019
43690 0.000170638 -0.00044768 0.343323 -0.0145721 0.39547
43700 0.000331448 -0.000334092 0.34111 -0.0170136 0.738782
43710 0.000351834 -0.000342727 0.34111 -0.022583 0.760847
43720 0.000369974 -0.000349616 0.342255 -0.0261688 0.777068
43730 0.000382208 -0.000352772 0.34523 -0.0274658 0.786312
43740 0.000395618 -0.000356311 0.338516 -0.0356293 0.809024
43750 0.000413565 -0.000360657 0.339813 -0.0344849 0.816177
43760 0.000426709 -0.000362654 0.336685 -0.0414276 0.835367
43770 0.000434346 -0.000362741 0.339127 -0.0463104 0.847209
43780 0.00044069 -0.000361624 0.339355 -0.0443268 0.848696
43790 0.000443626 -0.00035889 0.346832 -0.0434113 0.84954
43800 0.000444065 -0.000355422 0.346222 -0.044632 0.854208
43810 0.000440818 -0.000350413 0.34729 -0.0443268 0.855292
43820 0.000434956 -0.000344228 0.357285 -0.0374603 0.844581
43830 0.000427964 -0.000338646 0.356979 -0.0370789 0.844099
43840 0.000418238 -0.000332034 0.366898 -0.0319672 0.834211
43850 0.000407808 -0.000324675 0.368958 -0.0320435 0.833295
43860 0.000395058 -0.000317859 0.373154 -0.0261688 0.821067
43870 0.00038225 -0.000310588 0.371246 -0.0241089 0.815338
43880 0.000368853 -0.000303581 0.380783 -0.0201416 0.804605
43890 0.000354576 -0.000296236 0.378189 -0.0173187 0.795942
43900 0.00034184 -0.000289993 0.385819 -0.0118256 0.782029
43910 0.000327856 -0.00028488 0.384979 -0.0121307 0.77513
43920 0.000312551 -0.000278945 0.385819 -0.00671387 0.757549
43930 0.000298347 -0.000273598 0.387802 -0.00709534 0.749255
43940 0.000290297 -0.000271424 0.382843 -0.00724793 0.743249
43950 0.000282571 -0.000269572 0.381775 -0.00457764 0.731777
43960 0.000269674 -0.000266443 0.381241 -0.00610352 0.722515
43970 0.000370296 -0.0002069 0.377502 -0.00648499 0.881223
43980 0.000359587 -0.000203433 0.376053 -0.0025177 0.873645
43990 0.000351422 -0.000202816 0.370026 -0.00526428 0.873131
44000 0.000344971 -0.000201698 0.376587 0.00320435 0.858946
44010 0.00033892 -0.000201757 0.369339 -0.00404358 0.86482
44020 0.000335481 -0.000202226 0.371475 7.6294e-05 0.85633
44030 0.00033454 -0.000204457 0.368881 -0.00221252 0.856376
44040 0.00033617 -0.000206734 0.367584 -0.00259399 0.855492
44050 0.000339825 -0.000209876 0.367279 -0.00190735 0.853534
44060 0.000344582 -0.000212768 0.366821 -0.00335693 0.855639
44070 0.000352908 -0.000216791 0.366211 -0.00564575 0.860038
44080 0.000363335 -0.000222313 0.365601 -0.00869751 0.865166
44090 0.000376287 -0.000227717 0.361404 -0.00648499 0.864687
44100 0.000392206 -0.00023434 0.362473 -0.00831604 0.86998
44110 0.000409066 -0.000240831 0.3582 -0.0149536 0.882158
44120 0.000427834 -0.000247365 0.358963 -0.00823975 0.876972
44130 0.000448495 -0.00025365 0.362854 -0.0112152 0.885229
44140 0.000471244 -0.000259818 0.353241 -0.0163269 0.897077
44150 0.000494624 -0.000267411 0.349197 -0.0170136 0.901774
44160 0.000510234 -0.00027255 0.349121 -0.0165558 0.903376
44170 0.000524389 -0.000274781 0.344467 -0.0172424 0.907858
44180 0.000542819 -0.000279156 0.336838 -0.0218964 0.917087
44190 0.000559117 -0.000283472 0.339737 -0.018158 0.914779
44200 0.000570089 -0.000284413 0.324707 -0.0221252 0.923102
44210 0.000575842 -0.000284881 0.329437 -0.0180817 0.919266
44220 0.000579893 -0.000284469 0.324402 -0.0185394 0.92146
44230 0.000579687 -0.000282868 0.322113 -0.0173187 0.92096
44240 0.000576454 -0.000279988 0.318909 -0.0154114 0.919551
44250 0.000685554 -0.000236444 0.318146 -0.0109863 0.956043
44260 0.000677766 -0.00023302 0.322495 -0.00801087 0.953452
44270 0.000668028 -0.000229495 0.315475 -0.00816345 0.953835
44280 0.000655632 -0.000224825 0.314102 -0.00831604 0.954183
44290 0.000639562 -0.00022008 0.319061 -0.0037384 0.949329
44300 0.000622187 -0.000214954 0.311813 -0.00358582 0.948875
44310 0.000603271 -0.000209432 0.313721 0.00175476 0.942843
44320 0.000584999 -0.000204584 0.315781 0.00801087 0.935266
44330 0.000565953 -0.000199489 0.310364 0.00701904 0.935368
44340 0.000546152 -0.000194876 0.313187 0.0163269 0.923066
44350 0.000528014 -0.000189354 0.315781 0.0172424 0.921498
44360 0.000509304 -0.000184874 0.306702 0.0201416 0.915607
44370 0.000488243 -0.000179043 0.313263 0.0268555 0.906025
44380 0.000474527 -0.000174917 0.306244 0.0300598 0.90001
44390 0.000462293 -0.000174167 0.311661 0.0318909 0.895041
44400 0.000448808 -0.000170465 0.311203 0.0390625 0.88334
44410 0.000435179 -0.000167131 0.312576 0.0408173 0.87924
44420 0.000423636 -0.000165325 0.306778 0.038147 0.879594
44430 0.000415704 -0.000163518 0.315094 0.0439453 0.871111
44440 0.000409374 -0.000162871 0.313034 0.0427246 0.870636
44450 0.000404775 -0.000162004 0.317612 0.0441742 0.868364
44460 0.000402147 -0.00016315 0.315399 0.0358582 0.878247
44470 0.000402219 -0.00016428 0.313034 0.0369263 0.87509
44480 0.00040489 -0.000166937 0.323334 0.0376892 0.874153
44490 0.000409719 -0.000168742 0.324936 0.0238037 0.894357
44500 0.000418029 -0.000171855 0.320282 0.0210571 0.897955
44510 0.000429144 -0.000176084 0.327759 0.0123596 0.910189
44520 0.000444312 -0.000180591 0.331345 0.00137329 0.924833
44530 0.000461038 -0.000185041 0.329285 -0.00602722 0.934703
44540 0.000481549 -0.00019012 0.340195 -0.0124359 0.942926
44550 0.000503353 -0.000196727 0.342712 -0.0241089 0.95464
44560 0.000525629 -0.00020285 0.341873 -0.036087 0.965577
44570 0.000569064 -0.000171587 0.343094 -0.0442505 0.986486
44580 0.000597476 -0.000175874 0.345764 -0.0530243 0.991021
44590 0.000629002 -0.000184068 0.344391 -0.0574493 0.992881
44600 0.000655593 -0.000189882 0.345535 -0.0653839 0.9955
44610 0.000675855 -0.000192848 0.341263 -0.0661469 0.996261
44620 0.000695572 -0.000196473 0.342331 -0.0666809 0.996565
44630 0.000719343 -0.000200775 0.333633 -0.0689697 0.997666
44640 0.000740206 -0.000206472 0.331116 -0.0688934 0.997764
44650 0.000753933 -0.000207646 0.327911 -0.0683594 0.998002
44660 0.000762655 -0.000208982 0.316772 -0.0702667 0.998792
44670 0.000766868 -0.000208864 0.307846 -0.0682831 0.998866
44680 0.000765426 -0.000208511 0.305786 -0.0655365 0.998497
44690 0.00076012 -0.000205646 0.295029 -0.0660706 0.999036
44700 0.000750145 -0.000202811 0.288544 -0.0650024 0.999098
44710 0.000737563 -0.000198818 0.27977 -0.0691986 0.999783
44720 0.000721965 -0.000195175 0.272217 -0.0629425 0.999323
44730 0.00070452 -0.000191283 0.26825 -0.0675201 0.999828
44740 0.000683989 -0.000185953 0.26886 -0.0650024 0.999602
44750 0.000662637 -0.000181136 0.260849 -0.0652313 0.999763
44760 0.000640993 -0.000175453 0.254898 -0.0670624 0.999951
44770 0.000618538 -0.000169725 0.258789 -0.0659943 0.999836
44780 0.000598215 -0.000165863 0.252075 -0.0722504 0.999962
44790 0.000574937 -0.000161163 0.252228 -0.0712586 0.999998
44800 0.000552501 -0.000155525 0.248489 -0.0770187 0.999658
44810 0.000531737 -0.000151721 0.252152 -0.0757599 0.999903
44820 0.000517258 -0.000148417 0.24704 -0.0819016 0.999172
44830 0.000503542 -0.000145832 0.248413 -0.0785065 0.999707
44840 0.000486404 -0.000142748 0.249329 -0.0773239 0.999884
44850 0.00047156 -0.000138784 0.246277 -0.076294 0.999899
44860 0.000460883 -0.000138049 0.248566 -0.0675583 0.999671
44870 0.000451749 -0.000135993 0.249405 -0.0603867 0.998496
44880 0.000444817 -0.000135582 0.254288 -0.0497437 0.994733
44890 0.000439309 -0.000135126 0.252762 -0.0434494 0.991798
44900 0.000436679 -0.000135566 0.258179 -0.0351715 0.986317
44910 0.000438659 -0.000135712 0.262375 -0.0269699 0.980539
44920 0.000431846 -0.000121925 0.263824 -0.0259018 0.984322
44930 0.000434868 -0.000122614 0.270233 -0.0241852 0.982833
44940 0.000440609 -0.000124772 0.272141 -0.0301361 0.986308
44950 0.000449681 -0.000126695 0.282288 -0.0362778 0.989242
44960 0.000464891 -0.000129896 0.28122 -0.0428391 0.992653
44970 0.000481656 -0.000133522 0.290909 -0.0539017 0.996199
44980 0.000502885 -0.000138278 0.282898 -0.0640869 0.998962
44990 0.000527567 -0.0001433 0.283051 -0.0776672 0.999997
45000 0.0005549 -0.000148452 0.287323 -0.0824738 0.999836
45010 0.000584719 -0.000153238 0.276947 -0.0954056 0.997155
45020 0.000618839 -0.000160271 0.273514 -0.105171 0.993546
45030 0.00065466 -0.000167141 0.272522 -0.11013 0.991025
45040 0.000680822 -0.000172074 0.258713 -0.1194 0.982968
45050 0.000703901 -0.000174569 0.255585 -0.122719 0.979154
45060 0.000730371 -0.000178856 0.246277 -0.124588 0.974078
45070 0.000756884 -0.00018417 0.242004 -0.129089 0.968581
45080 0.000777509 -0.000186754 0.23262 -0.130768 0.962045
45090 0.000791026 -0.000189395 0.232697 -0.126724 0.965439
45100 0.000800009 -0.000190481 0.220642 -0.129204 0.95651
45110 0.000803282 -0.000190731 0.213623 -0.125542 0.95587
45120 0.000801135 -0.000189834 0.213699 -0.122108 0.95925
45130 0.000793733 -0.000187147 0.209961 -0.12085 0.958038
45140 0.000782499 -0.000184944 0.209656 -0.112572 0.966218
45150 0.00076783 -0.000181596 0.203247 -0.116005 0.959266
45160 0.000749503 -0.000177675 0.206528 -0.110245 0.967014
45170 0.00072942 -0.000172904 0.199356 -0.119553 0.953109
45180 0.000707086 -0.000168733 0.20668 -0.11837 0.959417
45190 0.000683739 -0.000163697 0.202179 -0.119858 0.955295
45200 0.000660319 -0.000159409 0.203094 -0.128174 0.9473
45210 0.000636006 -0.000155034 0.200958 -0.138435 0.934437
45220 0.000612043 -0.000148808 0.202713 -0.137291 0.937019
45230 0.000586952 -0.000144932 0.200272 -0.142899 0.929529
45240 0.000560129 -0.000139206 0.195389 -0.139122 0.930449
45250 0.000540939 -0.000135727 0.192261 -0.132484 0.936764
45260 0.000523816 -0.000134228 0.192108 -0.114899 0.958767
45270 0.000506124 -0.000130675 0.182877 -0.1054 0.963724
45280 0.000488593 -0.000127591 0.175934 -0.0851059 0.981025
45290 0.000471989 -0.000124802 0.166168 -0.0685501 0.9912
45300 0.000460257 -0.000122599 0.160599 -0.0468826 0.999719
45310 0.000449847 -0.000121175 0.152817 -0.0299072 0.997561
45320 0.000442388 -0.000120191 0.141754 -0.0190735 0.991362
45330 0.000437468 -0.000119985 0.14061 -0.00827789 0.978263
45340 0.000435954 -0.000120337 0.137939 -0.00240326 0.96844
45350 0.000437481 -0.000121482 0.130615 -0.00526428 0.973534
45360 0.000442646 -0.000122406 0.129547 -0.00469208 0.972842
45370 0.000451481 -0.000125195 0.128937 -0.00965119 0.980895
45380 0.000462992 -0.000128278 0.12764 -0.0224304 0.995364
45390 0.000406998 -0.000119792 0.13092 -0.0232697 0.993918
45400 0.000423291 -0.000123197 0.132294 -0.0308609 0.99854
45410 0.000443255 -0.000126045 0.137024 -0.0381851 0.999986
45420 0.000466449 -0.000130595 0.140991 -0.043602 0.999637
45430 0.000494633 -0.000135278 0.144348 -0.0474167 0.998729
45440 0.00052524 -0.000140914 0.148926 -0.0516892 0.997412
45450 0.000578128 -0.000551381 0.158005 -0.0522232 0.90368
45460 0.000617043 -0.000567219 0.161438 -0.0561142 0.917588
45470 0.000655578 -0.000582207 0.161591 -0.058136 0.928354
45480 0.00068633 -0.000592863 0.164642 -0.0568008 0.928571
45490 0.000714116 -0.000600788 0.169907 -0.0545883 0.925457
45500 0.000745498 -0.000608565 0.165863 -0.0514603 0.927259
45510 0.000775841 -0.000618723 0.161285 -0.0519943 0.93542
45520 0.000801054 -0.000622902 0.165634 -0.0434113 0.919257
45530 0.000819168 -0.000625411 0.160446 -0.0410461 0.920431
45540 0.000830102 -0.000624911 0.152206 -0.0377655 0.920245
45550 0.000834298 -0.000620226 0.150986 -0.0363541 0.919893
45560 0.000832915 -0.000614396 0.145874 -0.0304031 0.908937
45570 0.000824677 -0.000606364 0.13916 -0.0315857 0.916794
45580 0.000814372 -0.000596353 0.132065 -0.0324249 0.924411
45590 0.000797588 -0.000585104 0.125122 -0.0321198 0.928057
45600 0.000778195 -0.000572905 0.117264 -0.0362778 0.944549
45610 0.000755629 -0.000560366 0.109024 -0.0369644 0.951963
45620 0.000731024 -0.000546683 0.100632 -0.0379562 0.960659
45630 0.000704746 -0.00053435 0.0904083 -0.0439072 0.98073
45640 0.000676603 -0.000520961 0.0732422 -0.0424576 0.991457
45650 0.000650488 -0.000508644 0.0637817 -0.0428009 0.997366
45660 0.000622949 -0.000498427 0.0470734 -0.0410843 0.999086
45670 0.00059407 -0.000486591 0.0344086 -0.0341797 0.995415
45680 0.000566474 -0.000476008 0.0137329 -0.0330734 0.887733
45690 0.000543205 -0.000467404 -0.000686646 -0.0239182 0.630217
45700 0.000522535 -0.000461163 -0.0162506 -0.0217438 0.0811857
45710 0.00049996 -0.000455982 -0.0378418 -0.0176239 -0.385284
45720 0.000478601 -0.000449507 -0.0482941 -0.010643 -0.564496
45730 0.000458694 -0.000446246 -0.0579071 -0.00736237 -0.623092
45740 0.000443926 -0.000443692 -0.0659943 -0.00900269 -0.605253
45750 0.000431138 -0.000443042 -0.0687409 -0.00537872 -0.639382
45760 0.000419952 -0.000444479 -0.0743103 -0.00896454 -0.594766
45770 0.000412365 -0.000446023 -0.0756073 -0.0145721 -0.52763
45780 0.000409572 -0.000450085 -0.0649262 -0.0118256 -0.529612
45790 0.000410129 -0.000455618 -0.0629425 -0.0170517 -0.45141
45800 0.00041459 -0.000461399 -0.0509644 -0.022049 -0.31807
45810 0.000422675 -0.000470864 -0.0418091 -0.026207 -0.170769
45820 0.000436134 -0.000481241 -0.0366211 -0.0399017 0.0918447
45830 0.000454745 -0.000493231 -0.0270844 -0.0501633 0.324894
45840 0.000477876 -0.000505119 -0.0203705 -0.0658417 0.490845
45850 0.000503825 -0.000519193 -0.0124359 -0.083313 0.606973
45860 0.000533547 -0.000533547 -0.00991821 -0.103683 0.63656
45870 0.000566643 -0.000547665 -0.00328064 -0.130997 0.676743
45880 0.000605552 -0.000563221 0.0012207 -0.156441 0.686743
45890 0.00064527 -0.000578632 -0.0037384 -0.186272 0.652545
45900 0.000678395 -0.000591135 0.00320435 -0.211449 0.668303
