# x y B_z phi A'_x A'_y
10 27 0 1.20045 0.068993 0.158429
11 27 -3.72529e-09 1.23497 0.0236109 0.16901
12 27 -3.72529e-09 1.24768 0.0103195 0.171318
13 27 0 1.25561 0.0077669 0.17089
14 27 0 1.26321 0.00793415 0.169749
15 27 0 1.27147 0.00873131 0.168388
16 27 0 1.28067 0.00976557 0.166887
17 27 0 1.29101 0.0109882 0.165248
18 27 0 1.30265 0.0123338 0.163425
19 27 0 1.31567 0.0132847 0.161196
20 27 0 1.32922 0.0113548 0.157523
21 27 0 1.33838 -0.00153768 0.148771
22 27 0 1.32614 -0.0409887 0.127294
23 27 0 1.2564 -0.110626 0.0914014
24 27 0 1.10489 -0.149124 0.0806669
25 27 -7.45058e-09 0.958156 -0.0515836 0.176769
26 27 -7.45058e-09 1.00172 0.0956231 0.325828
27 27 1.49012e-08 1.1494 0.0218913 0.257343
28 27 7.45058e-09 1.04551 -0.124193 0.0723684
29 27 0 0.901016 -0.103951 0.133095
30 27 -4.65661e-09 0.837604 -0.141015 0.0692874
31 27 0 0.618985 -0.13472 0.109913
32 27 1.86265e-09 0.568164 -0.142728 0.122087
33 27 0 0.333529 -0.150729 0.16774
34 27 0 0.266705 -0.130383 0.101742
35 27 0 0.0727644 -0.175822 0.184301
36 27 0 -0.084938 0.0438411 -0.0847999
37 27 0 0.160447 0.198004 -0.235846
38 27 0 0.311071 -0.00528933 -0.0441237
39 27 0 0.149868 -0.192884 0.121771
40 27 3.72529e-09 -0.0746965 -0.173954 0.132463
41 27 0 -0.198041 -0.0787085 0.0884774
42 27 0 -0.232114 -0.0149394 0.0572901
43 27 0 -0.22792 0.00912496 0.0439931
44 27 0 -0.213864 0.01434 0.0388447
45 27 0 -0.19924 0.0139162 0.0361707
46 27 0 -0.186031 0.0124403 0.0341477
47 27 0 -0.174359 0.0110023 0.0323582
48 27 0 -0.164027 0.00976596 0.0307221
49 27 0 -0.154827 0.00871818 0.0292204
50 27 0 -0.14659 0.00782207 0.0278415
51 27 0 -0.139183 0.00703025 0.0265761
52 27 0 -0.13253 0.00625664 0.0254208
53 27 0 -0.12667 0.00532362 0.0243923
54 27 0 -0.121882 0.00397155 0.0235522
55 27 0 -0.118727 0.00208398 0.0230149
56 27 0 -0.117714 -3.39374e-06 0.0228848
57 27 0 -0.118734 -0.00179521 0.0231427
58 27 0 -0.121305 -0.00339388 0.0236967
59 27 0 -0.125521 -0.00512219 0.0245662
60 27 0 -0.131549 -0.006841 0.0257858
61 27 0 -0.139203 -0.00855143 0.0273188
62 27 -0.0157153 -0.148652 -0.0103549 0.0291992
63 27 0 -0.159913 0 0

0 28 0 -3.01724 0 0
1 28 -0.01538 -2.48011 0.51791 -0.00881648
2 28 1.49012e-08 -1.98142 0.431037 -0.0481184
3 28 0 -1.61804 0.471324 -0.202604
4 28 0 -1.03877 0.552301 -0.43854
5 28 -7.45058e-09 -0.513437 0.357287 -0.404403
6 28 0 -0.324196 0.189741 -0.344638
7 28 0 -0.133954 0.241832 -0.440564
8 28 0 0.159468 0.265495 -0.544433
9 28 7.45058e-09 0.397035 0.178623 -0.579228
10 28 -7.45058e-09 0.516714 0.0819908 -0.578534
11 28 -1.49012e-08 0.561017 0.02978 -0.573939
12 28 9.31323e-09 0.576274 0.0114217 -0.572515
13 28 -7.45058e-09 0.58386 0.00701204 -0.573048
14 28 -9.31323e-09 0.590299 0.00663871 -0.574275
15 28 2.42144e-08 0.597138 0.00722653 -0.575762
16 28 1.11759e-08 0.604752 0.00809816 -0.577425
17 28 -1.11759e-08 0.613334 0.00912565 -0.57928
18 28 7.45058e-09 0.623003 0.0100903 -0.58141
19 28 -7.45058e-09 0.633515 0.0098387 -0.584199
20 28 -1.11759e-08 0.64268 0.00394815 -0.589098
21 28 1.11759e-08 0.641411 -0.018357 -0.599802
22 28 1.49012e-08 0.605966 -0.0668304 -0.619414
23 28 0 0.50775 -0.112138 -0.632714
24 28 -7.45058e-09 0.38169 -0.0653135 -0.59005
25 28 -1.11759e-08 0.377123 0.0579572 -0.491596
26 28 0 0.497604 -0.00749487 -0.516834
27 28 1.25729e-08 0.362134 -0.207069 -0.674864
28 28 0 0.083467 -0.0675345 -0.524889
29 28 -7.45058e-09 0.227064 0.0380474 -0.368804
30 28 -7.45058e-09 0.159562 0.00603137 -0.452126
31 28 3.72529e-09 0.239127 0.0613482 -0.230043
32 28 0 0.282258 0.0655961 -0.355789
33 28 0 0.370319 0.0124579 -0.120049
34 28 7.45058e-09 0.307174 0.0671101 -0.215683
35 28 0 0.50454 -0.079758 -0.0197735
36 28 0 0.147658 -0.27537 0.187072
37 28 0 -0.0462008 0.0029735 -0.0388222
38 28 0 0.153605 0.124598 -0.11688
39 28 7.45058e-09 0.202996 -0.0543755 0.010134
40 28 -3.72529e-09 0.0448541 -0.15412 0.0888024
41 28 1.86265e-09 -0.105244 -0.107651 0.0850666
42 28 0 -0.170448 -0.0381322 0.0622837
43 28 0 -0.181509 -0.00157481 0.0480476
44 28 0 -0.173598 0.0097276 0.0415187
45 28 0 -0.162053 0.0112623 0.0381085
46 28 0 -0.151073 0.0103618 0.0356805
47 28 0 -0.14133 0.00916609 0.0336169
48 28 0 -0.132741 0.00810032 0.0317727
49 28 0 -0.125129 0.00720002 0.0301066
50 28 0 -0.118341 0.00643648 0.0285954
51 28 0 -0.112256 0.00576793 0.0272224
52 28 0 -0.106805 0.0051218 0.0259793
53 28 0 -0.102013 0.00435374 0.0248783
54 28 0 -0.0980973 0.00325395 0.0239787
55 28 0 -0.0955047 0.00172739 0.0233936
56 28 0 -0.0946425 4.31128e-05 0.0232266
57 28 0 -0.0954185 -0.00140212 0.023457
58 28 0 -0.0974468 -0.00269114 0.0239908
59 28 0 -0.100801 -0.00408296 0.0248471
60 28 0 -0.105613 -0.00546681 0.0260597
61 28 0 -0.111734 -0.00684352 0.0275917
62 28 -0.0158598 -0.1193 -0.00829443 0.0294772
63 28 0 -0.128323 0 0

0 29 0 -3.04812 0 0
1 29 -0.015484 -2.1664 0.776455 0.330065
2 29 0 -1.49521 0.524031 0.467752
3 29 0 -1.11834 0.220849 0.586212
4 29 0 -1.05351 0.126488 0.547367
5 29 0 -0.865363 0.209063 0.386038
6 29 0 -0.635382 0.20863 0.3132
7 29 7.45058e-09 -0.448104 0.196649 0.253593
8 29 0 -0.242084 0.193314 0.169095
9 29 0 -0.0614755 0.142735 0.109164
10 29 0 0.0433865 0.0742825 0.0852045
11 29 0 0.0870894 0.0296303 0.0789198
12 29 0 0.102647 0.0112097 0.0771999
13 29 0 0.109509 0.00600661 0.075958
14 29 0 0.11466 0.00522085 0.0745413
15 29 0 0.119951 0.00558097 0.0729257
16 29 0 0.125822 0.00624756 0.0711171
17 29 0 0.132446 0.0070041 0.0690705
18 29 0 0.13983 0.0074148 0.0666641
19 29 0 0.147275 0.00559641 0.0634411
20 29 0 0.151023 -0.00424854 0.0580603
21 29 0 0.138778 -0.0318538 0.0484592
22 29 0 0.0873157 -0.0739006 0.0375218
23 29 0 -0.00902301 -0.0812624 0.0458527
24 29 0 -0.0752092 -0.00800626 0.0963831
25 29 0 -0.0250355 0.0216326 0.134849
26 29 0 -0.031944 -0.0876446 0.0899413
27 29 0 -0.200325 0.013836 0.148573
28 29 0 -0.004272 0.181867 0.28385
29 29 0 0.163408 -0.0311877 0.07975
30 29 0 -0.0666474 -0.00225516 0.13297
31 29 0 0.158898 -0.0383834 0.0622096
32 29 0 -0.143414 -0.0327336 0.0341935
33 29 0 0.0934309 -0.0106231 -0.041722
34 29 0 -0.16466 -0.0301068 0.0125756
35 29 0 0.0332173 0.226934 -0.234104
36 29 0 0.289207 0.0247925 -0.0622777
37 29 1.39698e-09 0.0828023 -0.105948 0.0270653
38 29 0 0.0773102 0.0436669 -0.0518294
39 29 0 0.170136 0.012799 -0.027294
40 29 -7.45058e-09 0.102908 -0.0990219 0.0415162
41 29 -1.86265e-09 -0.0279077 -0.105227 0.0659041
42 29 1.86265e-09 -0.107546 -0.0519585 0.0596647
43 29 0 -0.131825 -0.0116401 0.0497974
44 29 0 -0.130826 0.00440096 0.0435444
45 29 0 -0.123023 0.00807799 0.0397535
46 29 0 -0.11467 0.0079487 0.0369897
47 29 0 -0.107125 0.00709458 0.034679
48 29 0 -0.100481 0.00625562 0.0326488
49 29 0 -0.0946141 0.00554081 0.0308384
50 29 0 -0.0893995 0.00493785 0.0292133
51 29 0 -0.0847384 0.00441422 0.0277491
52 29 0 -0.0805711 0.00391262 0.0264319
53 29 0 -0.0769131 0.00332302 0.0252707
54 29 0 -0.073925 0.00248681 0.0243218
55 29 0 -0.0719395 0.00133189 0.0236974
56 29 0 -0.0712612 5.99734e-05 0.0235002
57 29 0 -0.0718196 -0.00103105 0.0237078
58 29 0 -0.0733233 -0.00200373 0.024225
59 29 0 -0.0758271 -0.00305331 0.0250702
60 29 0 -0.07943 -0.0040964 0.0262767
61 29 0 -0.0840199 -0.00513387 0.027808
62 29 -0.0159741 -0.0896977 -0.00622696 0.0296973
63 29 0 -0.0964738 0 0

0 30 0 -3.07917 0 0
1 30 -0.0155592 -1.81998 1.01663 0.491542
2 30 0 -1.04591 0.687184 0.406198
3 30 0 -0.445615 0.550939 0.218331
4 30 0 0.0559646 0.352127 0.128837
5 30 0 0.258638 0.123119 0.0832449
6 30 0 0.302203 0.0572965 0.0278413
7 30 0 0.373231 0.097727 -0.0432076
8 30 0 0.497657 0.121066 -0.129685
9 30 0 0.615363 0.0947333 -0.201713
10 30 0 0.687123 0.0517468 -0.241454
11 30 7.45058e-09 0.718857 0.0217754 -0.25727
12 30 5.58794e-09 0.730674 0.00845999 -0.262631
13 30 0 0.735776 0.00435346 -0.2649
14 30 1.86265e-09 0.739381 0.00360638 -0.266587
15 30 -1.86265e-09 0.742989 0.0038023 -0.268324
16 30 -1.11759e-08 0.746986 0.00424296 -0.270253
17 30 3.72529e-09 0.751475 0.00467268 -0.272447
18 30 0 0.756331 0.0044609 -0.27504
19 30 -7.45058e-09 0.760397 0.00123486 -0.278397
20 30 1.11759e-08 0.758801 -0.0110338 -0.283278
21 30 -3.72529e-09 0.738329 -0.0388954 -0.289804
22 30 -7.45058e-09 0.68101 -0.0694368 -0.292435
23 30 0 0.599456 -0.053277 -0.275183
24 30 0 0.574456 0.0236828 -0.23191
25 30 3.72529e-09 0.646821 0.0515154 -0.202871
26 30 -3.72529e-09 0.677487 0.00622913 -0.212506
27 30 -5.58794e-09 0.65928 -0.0131595 -0.213401
28 30 0 0.651168 -0.136358 -0.253516
29 30 7.45058e-09 0.386564 -0.112833 -0.230435
30 30 3.72529e-09 0.425501 -0.011509 -0.129078
31 30 0 0.363546 -0.0374278 -0.184566
32 30 0 0.350645 -0.0383354 -0.0487536
33 30 0 0.286876 -0.00916006 -0.108908
34 30 0 0.332325 -0.125272 0.00590227
35 30 7.45058e-09 0.036331 -0.154611 0.021347
36 30 1.86265e-09 0.0231026 -0.0142005 -0.044501
37 30 0 0.00792995 0.0134219 -0.0341713
38 30 0 0.0499463 0.0702389 -0.04577
39 30 0 0.148408 0.0389701 -0.0304845
40 30 0 0.127886 -0.0609218 0.0161217
41 30 -3.72529e-09 0.0265642 -0.0895025 0.0462951
42 30 0 -0.0511185 -0.054239 0.0524558
43 30 9.31323e-10 -0.0819138 -0.0176951 0.0490111
44 30 9.31323e-10 -0.0865088 -0.000316277 0.0445532
45 30 -9.31323e-10 -0.0825464 0.00470771 0.0409232
46 30 -1.86265e-09 -0.0770934 0.00528729 0.037983
47 30 9.31323e-10 -0.0719718 0.00482516 0.035487
48 30 1.86265e-09 -0.0674431 0.00425973 0.0333101
49 30 -4.65661e-10 -0.0634523 0.00376453 0.0313864
50 30 -4.65661e-10 -0.059914 0.00334714 0.0296733
51 30 -4.65661e-10 -0.0567581 0.00298647 0.0281392
52 30 -4.65661e-10 -0.0539411 0.00264347 0.0267658
53 30 0 -0.0514711 0.00224365 0.0255591
54 30 4.65661e-10 -0.0494538 0.00168064 0.0245733
55 30 4.65661e-10 -0.0481098 0.000905771 0.0239196
56 30 -9.31323e-10 -0.0476422 5.35063e-05 0.0236997
57 30 -4.65661e-10 -0.0480028 -0.000677325 0.0238905
58 30 9.31323e-10 -0.0489969 -0.00132873 0.0243952
59 30 0 -0.0506603 -0.00203117 0.0252321
60 30 -9.31323e-10 -0.0530592 -0.00272907 0.0264342
61 30 4.65661e-10 -0.0561184 -0.00342297 0.0279644
62 30 -0.0160567 -0.0599052 -0.00415421 0.0298564
63 30 0 -0.0644268 0 0

0 31 0 -3.11035 0 0
1 31 1.55519 -1.18332 1.21377 1.51617
2 31 -2.98023e-08 -0.682811 0.25082 0.877951
3 31 -1.49012e-08 -0.681678 -0.056512 0.576481
4 31 1.49012e-08 -0.795835 -0.00859776 0.382176
5 31 7.45058e-09 -0.698873 0.108068 0.231942
6 31 0 -0.579699 0.082177 0.150314
7 31 0 -0.534519 0.0391231 0.0921026
8 31 0 -0.501453 0.0348086 0.0134481
9 31 0 -0.464902 0.0309659 -0.0633809
10 31 0 -0.439521 0.0187259 -0.111493
11 31 0 -0.42745 0.00845338 -0.13283
12 31 0 -0.422615 0.00357956 -0.140517
13 31 0 -0.420291 0.00205 -0.143514
14 31 0 -0.418515 0.00179659 -0.145408
15 31 0 -0.416698 0.00191583 -0.147227
16 31 0 -0.414683 0.00212458 -0.149232
17 31 0 -0.412449 0.00221623 -0.151514
18 31 0 -0.41025 0.00146519 -0.154174
19 31 0 -0.409518 -0.00264162 -0.157376
20 31 0 -0.415534 -0.0156561 -0.161203
21 31 0 -0.440831 -0.0410106 -0.164488
22 31 0 -0.497555 -0.0592795 -0.161661
23 31 0 -0.55939 -0.0207374 -0.1423
24 31 0 -0.53903 0.0643062 -0.107584
25 31 0 -0.430777 0.0410371 -0.0907363
26 31 0 -0.456956 -0.098175 -0.106381
27 31 0 -0.627127 -0.0271747 -0.0874394
28 31 0 -0.511305 0.164833 -0.037133
29 31 0 -0.297461 0.0932503 -0.0609182
30 31 0 -0.324804 0.0436139 -0.0695165
31 31 0 -0.210233 0.0419414 -0.0551947
32 31 0 -0.240921 0.0429235 -0.0776354
33 31 0 -0.124386 0.0440327 -0.0624061
34 31 -3.72529e-09 -0.152856 0.100149 -0.0742605
35 31 1.86265e-09 0.0759114 0.17653 -0.0823502
36 31 0 0.200204 -0.0307258 -0.0294852
37 31 -4.65661e-10 0.0144597 -0.107217 -0.0120608
38 31 -1.86265e-09 -0.0142298 0.0473537 -0.0333818
39 31 0 0.109167 0.0746908 -0.0295809
40 31 0 0.135152 -0.0222424 0.00289418
41 31 1.86265e-09 0.0646824 -0.0688932 0.0321403
42 31 0 -0.00263459 -0.0492424 0.0451485
43 31 9.31323e-10 -0.0338024 -0.0195426 0.0470263
44 31 -6.98492e-10 -0.0417198 -0.00368693 0.0446979
45 31 0 -0.0411763 0.00150782 0.0415479
46 31 1.16415e-09 -0.0387042 0.00251244 0.0385898
47 31 -1.62981e-09 -0.0361514 0.00242166 0.0359916
48 31 -6.98492e-10 -0.0338609 0.00215504 0.0337222
49 31 4.65661e-10 -0.0318413 0.00190399 0.0317262
50 31 -2.32831e-10 -0.0300529 0.0016907 0.029957
51 31 2.32831e-10 -0.0284599 0.00150668 0.028379
52 31 1.16415e-10 -0.0270396 0.00133245 0.0269705
53 31 -1.16415e-10 -0.025795 0.00113055 0.0257355
54 31 -2.91038e-10 -0.0247784 0.000847374 0.0247269
55 31 4.07454e-10 -0.0241003 0.000458336 0.0240549
56 31 1.41881e-10 -0.0238618 3.08212e-05 0.0238211
57 31 -3.20142e-10 -0.0240386 -0.000335562 0.0240014
58 31 -5.23869e-10 -0.0245329 -0.000662139 0.0244984
59 31 2.32831e-10 -0.0253629 -0.00101433 0.0253301
60 31 5.82077e-10 -0.0265616 -0.00136403 0.0265296
61 31 1.16415e-10 -0.028091 -0.00171162 0.0280592
62 31 -0.0161067 -0.0299848 -0.00207796 0.0299526
63 31 0 -0.0322469 0 0

0 32 0 3.14159 0 0
1 32 1.55518 1.21235 -1.2158 1.51614
2 32 -2.98023e-08 0.709988 -0.252502 0.877923
3 32 0 0.707347 0.0551638 0.576454
4 32 -1.49012e-08 0.820316 0.00758749 0.382147
5 32 0 0.722522 -0.108742 0.231909
6 32 0 0.602832 -0.0825425 0.150281
7 32 0 0.557437 -0.0391392 0.0920658
8 32 0 0.524553 -0.0344177 0.0134082
9 32 0 0.488601 -0.0302076 -0.0634262
10 32 0 0.464138 -0.0177028 -0.111543
11 32 0 0.453196 -0.00724918 -0.13289
12 32 0 0.44964 -0.00222322 -0.140584
13 32 0 0.448749 -0.000536904 -0.143595
14 32 0 0.448566 -0.000106677 -0.145503
15 32 0 0.448536 -2.16365e-05 -0.147342
16 32 0 0.448523 -4.42713e-05 -0.149369
17 32 0 0.448447 -0.00026989 -0.151668
18 32 0 0.447983 -0.00140084 -0.154289
19 32 0 0.445646 -0.00579371 -0.157183
20 32 0 0.436395 -0.018146 -0.159889
21 32 0 0.409354 -0.0393538 -0.160693
22 32 0 0.357688 -0.0472485 -0.155626
23 32 0 0.314856 0.00079973 -0.139967
24 32 0 0.359287 0.0752462 -0.115671
25 32 0 0.465349 0.0527184 -0.0970015
26 32 0 0.464724 0.00952597 -0.0934755
27 32 0 0.484401 0.0560888 -0.0874375
28 32 0 0.576902 -0.109836 -0.0658273
29 32 0 0.264728 -0.145217 -0.0526891
30 32 0 0.286468 -0.00578561 -0.0544747
31 32 0 0.253157 -0.0455467 -0.0551322
32 32 0 0.195375 -0.0455468 -0.0577551
33 32 0 0.162063 -0.00578512 -0.0603773
34 32 1.86265e-09 0.183804 -0.145216 -0.0610357
35 32 -1.86265e-09 -0.128369 -0.109836 -0.0628202
36 32 0 -0.0358679 0.0560889 -0.0496815
37 32 9.31323e-10 -0.0161916 0.00952537 -0.0280715
38 32 0 -0.0168172 0.0527188 -0.0220339
39 32 9.31323e-10 0.089246 0.075246 -0.0185072
40 32 0 0.133675 0.000799417 0.000162736
41 32 1.86265e-09 0.0908449 -0.0472481 0.0244566
42 32 0 0.0391785 -0.0393531 0.0401178
43 32 9.31323e-10 0.0121388 -0.0181458 0.0451834
44 32 -9.31323e-10 0.0028869 -0.00579465 0.0443797
45 32 0 0.000549459 -0.00140038 0.0416744
46 32 0 8.61406e-05 -0.00026905 0.0387811
47 32 -1.86265e-09 1.13585e-05 -4.2413e-05 0.0361614
48 32 9.31323e-10 1.31471e-06 -5.61649e-06 0.033862
49 32 1.39698e-09 1.25513e-07 -6.45473e-07 0.0318414
50 32 0 2.37688e-08 -6.09569e-08 0.0300529
51 32 0 3.59869e-09 -2.64651e-08 0.0284599
52 32 0 -2.91613e-08 -9.65444e-09 0.0270396
53 32 -4.65661e-10 -1.57102e-08 1.13742e-08 0.025795
54 32 0 -6.41299e-09 4.30277e-09 0.0247784
55 32 0 -7.10465e-09 -6.38075e-09 0.0241003
56 32 -4.65661e-10 -1.91745e-08 1.57824e-09 0.0238618
57 32 4.65661e-10 -3.94818e-09 2.30005e-08 0.0240386
58 32 4.65661e-10 2.68265e-08 6.6223e-09 0.0245329
59 32 0 9.29643e-09 -1.53608e-08 0.0253629
60 32 4.65661e-10 -3.89513e-09 -1.42967e-08 0.0265616
61 32 -9.31323e-10 -1.9297e-08 -1.99842e-09 0.028091
62 32 -0.0161234 -7.89197e-09 9.64851e-09 0.0299848
63 32 0 0 0 0

0 33 0 3.11035 0 0
1 33 -0.0156047 1.84896 -1.01866 0.491452
2 33 0 1.07304 -0.688863 0.406111
3 33 0 0.47123 -0.552288 0.218247
4 33 0 -0.0315409 -0.353142 0.12875
5 33 0 -0.235055 -0.123799 0.0831521
6 33 0 -0.279138 -0.0576662 0.0277411
7 33 0 -0.350388 -0.0977492 -0.0433161
8 33 0 -0.474637 -0.120683 -0.129804
9 33 0 -0.591754 -0.0939856 -0.201847
10 33 0 -0.662608 -0.0507376 -0.241606
11 33 -1.86265e-09 -0.69323 -0.0205874 -0.257447
12 33 3.72529e-09 -0.703783 -0.00712526 -0.262834
13 33 -3.72529e-09 -0.70748 -0.00286871 -0.26514
14 33 -1.86265e-09 -0.70952 -0.00195122 -0.266872
15 33 -1.86265e-09 -0.711383 -0.00195083 -0.268661
16 33 0 -0.713422 -0.00220135 -0.270659
17 33 3.72529e-09 -0.715785 -0.00270364 -0.272913
18 33 -5.58794e-09 -0.718829 -0.00404978 -0.275422
19 33 -5.58794e-09 -0.723885 -0.00824153 -0.277986
20 33 7.45058e-09 -0.735312 -0.0191662 -0.27982
21 33 5.58794e-09 -0.762217 -0.0367475 -0.279198
22 33 3.72529e-09 -0.808807 -0.0385528 -0.274366
23 33 3.72529e-09 -0.839323 0.0192173 -0.265703
24 33 -1.11759e-08 -0.770373 0.107271 -0.252629
25 33 -7.45058e-09 -0.62478 0.063233 -0.226163
26 33 4.65661e-09 -0.643906 -0.0886109 -0.193301
27 33 1.86265e-09 -0.802002 0.000473559 -0.206376
28 33 -7.45058e-09 -0.642959 0.199582 -0.253849
29 33 3.72529e-09 -0.402839 0.104603 -0.222113
30 33 3.72529e-09 -0.433754 0.0411709 -0.174175
31 33 -3.72529e-09 -0.320497 0.038661 -0.155672
32 33 0 -0.356432 0.0376783 -0.0985889
33 33 0 -0.245141 0.0407521 -0.0791765
34 33 3.72529e-09 -0.274927 0.0977058 -0.0344968
35 33 -3.72529e-09 -0.049729 0.187884 0.0129339
36 33 0 0.100841 0.0040228 -0.0319803
37 33 0 -0.0416834 -0.0795696 -0.0465728
38 33 1.86265e-09 -0.0582977 0.056918 -0.0193842
39 33 -1.86265e-09 0.0721527 0.0968875 -0.00596819
40 33 0 0.135477 0.0207214 0.00486968
41 33 0 0.113596 -0.0289381 0.0234146
42 33 0 0.0776009 -0.0285156 0.0384301
43 33 -9.31323e-10 0.0565643 -0.0152807 0.044211
44 33 6.98492e-10 0.0470395 -0.00719592 0.0438777
45 33 0 0.0421725 -0.00409079 0.0413661
46 33 -1.16415e-09 0.0388579 -0.00300056 0.0385576
47 33 1.62981e-09 0.0361713 -0.00249738 0.0359869
48 33 6.98492e-10 0.0338631 -0.00216488 0.0337216
49 33 -4.65661e-10 0.0318416 -0.00190512 0.0317262
50 33 2.32831e-10 0.0300529 -0.00169081 0.029957
51 33 -2.32831e-10 0.0284599 -0.00150667 0.028379
52 33 -1.16415e-10 0.0270396 -0.00133248 0.0269705
53 33 1.16415e-10 0.025795 -0.00113057 0.0257356
54 33 2.91038e-10 0.0247784 -0.000847363 0.0247269
55 33 -4.07454e-10 0.0241003 -0.000458333 0.0240549
56 33 -1.41881e-10 0.0238618 -3.08109e-05 0.0238211
57 33 3.20142e-10 0.0240386 0.000335576 0.0240014
58 33 5.23869e-10 0.0245329 0.00066216 0.0244984
59 33 -2.32831e-10 0.025363 0.00101432 0.0253301
60 33 -5.82077e-10 0.0265616 0.00136401 0.0265296
61 33 -1.16415e-10 0.028091 0.00171161 0.0280592
62 33 -0.0161067 0.0299848 0.00207795 0.0299526
63 33 0 0.0322469 0 0

0 34 0 3.07917 0 0
1 34 -0.0155592 2.19526 -0.778482 0.329919
2 34 0 1.52221 -0.525707 0.467609
3 34 0 1.14384 -0.222197 0.58607
4 34 2.98023e-08 1.07782 -0.127507 0.547221
5 34 -1.49012e-08 0.888826 -0.209751 0.385886
6 34 0 0.658314 -0.209011 0.313037
7 34 0 0.470804 -0.196684 0.253417
8 34 -7.45058e-09 0.264946 -0.192948 0.168899
9 34 0 0.0849077 -0.14201 0.108944
10 34 0 -0.0190739 -0.0733027 0.0849541
11 34 0 -0.0616977 -0.0284775 0.0786307
12 34 0 -0.076029 -0.00991667 0.0768653
13 34 0 -0.0815311 -0.00457428 0.0755666
14 34 0 -0.0851776 -0.00362794 0.0740797
15 34 0 -0.0887869 -0.00380855 0.0723791
16 34 0 -0.0927947 -0.00429611 0.0704613
17 34 0 -0.0973792 -0.00503323 0.0683067
18 34 0 -0.102861 -0.00647399 0.0659501
19 34 0 -0.110327 -0.0101919 0.0636621
20 34 0 -0.123245 -0.0193578 0.0623527
21 34 0 -0.149043 -0.0338996 0.0635364
22 34 0 -0.191044 -0.0337538 0.0669859
23 34 0 -0.21655 0.0225366 0.0681363
24 34 0 -0.145971 0.114786 0.0691068
25 34 0 0.0130221 0.112047 0.090977
26 34 0 0.078123 0.0293134 0.124016
27 34 0 0.0716489 -0.00445934 0.144385
28 34 0 0.0692043 -0.125573 0.226425
29 34 0 -0.179498 -0.0655434 0.193805
30 34 0 -0.0618824 0.0606555 0.0676373
31 34 0 -0.0581867 0.0300396 0.125219
32 34 3.72529e-09 -0.00180326 0.0309485 -0.0178318
33 34 0 0.00371029 0.058307 0.0350831
34 34 0 0.114811 -0.0531059 -0.0776312
35 34 -5.58794e-09 -0.102502 -0.10732 -0.117889
36 34 3.72529e-09 -0.0998285 -0.00341787 -0.0615798
37 34 0 -0.109337 0.0221214 -0.0299852
38 34 0 -0.0555856 0.0933235 0.00108896
39 34 0 0.0773097 0.0994999 0.00920475
40 34 0 0.143414 0.0301822 0.0135086
41 34 0 0.137674 -0.0136877 0.0275819
42 34 0 0.116039 -0.0185566 0.0398216
43 34 0 0.100561 -0.0126982 0.0440864
44 34 0 0.0906422 -0.00863959 0.0432015
45 34 -9.31323e-10 0.0832817 -0.0067204 0.0406396
46 34 0 0.0772014 -0.00564825 0.0379354
47 34 9.31323e-10 0.0719852 -0.00487847 0.0354804
48 34 9.31323e-10 0.0674445 -0.00426634 0.0333093
49 34 0 0.0634525 -0.00376524 0.0313863
50 34 -4.65661e-10 0.059914 -0.00334723 0.0296733
51 34 -4.65661e-10 0.056758 -0.00298648 0.0281392
52 34 -4.65661e-10 0.053941 -0.00264344 0.0267657
53 34 4.65661e-10 0.0514712 -0.00224365 0.0255591
54 34 4.65661e-10 0.0494537 -0.00168066 0.0245733
55 34 4.65661e-10 0.0481098 -0.000905763 0.0239196
56 34 -4.65661e-10 0.0476422 -5.35045e-05 0.0236997
57 34 -9.31323e-10 0.0480028 0.000677323 0.0238905
58 34 -4.65661e-10 0.0489969 0.00132872 0.0243952
59 34 9.31323e-10 0.0506603 0.00203117 0.0252321
60 34 4.65661e-10 0.0530592 0.00272907 0.0264342
61 34 -4.65661e-10 0.0561184 0.00342298 0.0279645
62 34 -0.0160567 0.0599052 0.00415421 0.0298565
63 34 0 0.0644268 0 0

0 35 0 3.04812 0 0
1 35 -0.015484 2.50879 -0.519931 -0.00901437
2 35 1.49012e-08 2.00825 -0.432712 -0.0483134
3 35 0 1.64337 -0.472676 -0.202801
4 35 0 1.0629 -0.553326 -0.438742
5 35 3.72529e-09 0.536716 -0.357983 -0.404613
6 35 7.45058e-09 0.346936 -0.190135 -0.344861
7 35 7.45058e-09 0.156447 -0.241887 -0.440805
8 35 -1.49012e-08 -0.136839 -0.265157 -0.544699
9 35 0 -0.373866 -0.177931 -0.57953
10 35 7.45058e-09 -0.4927 -0.0810509 -0.578877
11 35 1.86265e-09 -0.535968 -0.0286762 -0.57433
12 35 -3.72529e-09 -0.550052 -0.0101894 -0.572968
13 35 -1.86265e-08 -0.556347 -0.00565431 -0.573575
14 35 9.31323e-09 -0.561361 -0.0051387 -0.574892
15 35 1.86265e-09 -0.566625 -0.00556916 -0.576495
16 35 7.45058e-09 -0.572499 -0.00627369 -0.578299
17 35 1.11759e-08 -0.579172 -0.00721484 -0.580307
18 35 -1.67638e-08 -0.586929 -0.00869441 -0.582486
19 35 -1.86265e-09 -0.596561 -0.0118389 -0.584562
20 35 7.45058e-09 -0.610607 -0.0192919 -0.585618
21 35 9.31323e-09 -0.635145 -0.0321143 -0.584196
22 35 -1.86265e-08 -0.674835 -0.0339529 -0.581967
