step,time,R_avg,R_std,norm,energy,max_density
590,5.9,0.968182,0.117766,0.99986,2.98593,0.00975429
600,6,0.96828,0.117499,0.999857,2.9865,0.00962671
610,6.1,0.968082,0.117932,0.999854,2.988,0.00939796
620,6.2,0.968011,0.118234,0.999851,2.98724,0.0091888
630,6.3,0.96811,0.117961,0.999849,2.98872,0.00897568
640,6.4,0.96823,0.117814,0.999847,2.98988,0.00866798
650,6.5,0.968024,0.118198,0.999844,2.98828,0.00885566
660,6.6,0.968219,0.117676,0.99984,2.98938,0.00909362
670,6.7,0.96826,0.117462,0.999839,2.99008,0.00930691
680,6.8,0.968132,0.11811,0.999836,2.9908,0.00943785
690,6.9,0.968202,0.117685,0.999833,2.99,0.00943921
700,7,0.968146,0.117822,0.99983,2.98956,0.00928349
710,7.1,0.968277,0.117624,0.999828,2.9916,0.00897981
720,7.2,0.968009,0.118276,0.999825,2.99018,0.00856164
730,7.3,0.968197,0.117722,0.999823,2.99077,0.00808608
740,7.4,0.968123,0.117848,0.999818,2.99023,0.0076793
750,7.5,0.968079,0.117912,0.999817,2.99274,0.00757161
760,7.6,0.968118,0.117909,0.999814,2.99018,0.00761325
770,7.7,0.968174,0.117825,0.999811,2.99157,0.0076587
780,7.8,0.968132,0.11788,0.999809,2.99127,0.00763483
790,7.9,0.968184,0.117812,0.999806,2.99338,0.00753543
800,8,0.968165,0.117649,0.999802,2.99159,0.00735904
810,8.1,0.968173,0.117791,0.9998,2.9927,0.00754863
820,8.2,0.967981,0.118325,0.999796,2.99098,0.007784
830,8.3,0.968054,0.118161,0.999795,2.9911,0.00792863
840,8.4,0.968113,0.117898,0.999791,2.99162,0.00794731
850,8.5,0.968212,0.117739,0.99979,2.99277,0.00782961
860,8.6,0.968105,0.118183,0.999787,2.99287,0.00759173
870,8.7,0.968185,0.11764,0.999783,2.99176,0.0072694
880,8.8,0.968201,0.117542,0.999781,2.99214,0.00691524
890,8.9,0.968181,0.117873,0.999777,2.99308,0.00659704
900,9,0.967967,0.118335,0.999775,2.99188,0.00649607
910,9.1,0.968172,0.117679,0.999774,2.99306,0.00632985
920,9.2,0.968122,0.117947,0.999771,2.99227,0.0062829
930,9.3,0.968157,0.117784,0.999768,2.99205,0.00621348
940,9.4,0.968154,0.117813,0.999764,2.99212,0.00633349
950,9.5,0.968222,0.117656,0.999762,2.9924,0.00646688
960,9.6,0.968223,0.117674,0.999757,2.99207,0.00657358
970,9.7,0.968034,0.118131,0.999756,2.99291,0.0066134
980,9.8,0.968217,0.117819,0.999753,2.9937,0.00656369
990,9.9,0.967976,0.11828,0.999751,2.99227,0.00643166
1000,10,0.968122,0.117958,0.999747,2.9925,0.00624069
1010,10.1,0.968177,0.117741,0.999746,2.99275,0.0060208
1020,10.2,0.968189,0.117876,0.999742,2.99373,0.00580869
1030,10.3,0.968011,0.118255,0.999739,2.99356,0.00564019
1040,10.4,0.968134,0.117836,0.999737,2.99263,0.00554087
1050,10.5,0.968132,0.11785,0.999735,2.99301,0.00552301
1060,10.6,0.968144,0.117807,0.99973,2.99271,0.00557843
1070,10.7,0.968214,0.117663,0.999728,2.99315,0.00568495
1080,10.8,0.968136,0.117899,0.999725,2.99328,0.0058092
1090,10.9,0.968158,0.117844,0.999725,2.99244,0.00591021
1100,11,0.968026,0.118125,0.999719,2.99223,0.00595815
1110,11.1,0.96815,0.117885,0.999716,2.9922,0.00593227
1120,11.2,0.968124,0.117887,0.999716,2.99216,0.00582507
1130,11.3,0.96818,0.117782,0.999712,2.99269,0.00564472
1140,11.4,0.968201,0.117669,0.999708,2.99249,0.00541043
1150,11.5,0.968187,0.11782,0.999708,2.99298,0.00515926
1160,11.6,0.968232,0.117673,0.999705,2.99352,0.00515163
1170,11.7,0.968137,0.117953,0.999702,2.99292,0.00516882
1180,11.8,0.968153,0.117909,0.9997,2.99194,0.00514183
1190,11.9,0.968238,0.117761,0.999695,2.99267,0.00506611
1200,12,0.968113,0.117845,0.999693,2.99268,0.004952
1210,12.1,0.968259,0.117794,0.99969,2.99275,0.00489997
1220,12.2,0.968114,0.117802,0.999687,2.992,0.00505721
1230,12.3,0.968233,0.117702,0.999684,2.99227,0.00519691
1240,12.4,0.968215,0.117661,0.999681,2.9918,0.00528837
1250,12.5,0.968157,0.117899,0.999679,2.99186,0.00530444
1260,12.6,0.968136,0.117899,0.999676,2.99146,0.00523496
1270,12.7,0.968239,0.117615,0.999673,2.99144,0.00508901
1280,12.8,0.968174,0.117748,0.99967,2.99078,0.00489546
1290,12.9,0.968147,0.11779,0.999667,2.99027,0.00468946
1300,13,0.968254,0.117626,0.999664,2.99132,0.0045636
1310,13.1,0.968254,0.117604,0.999662,2.99132,0.00451763
1320,13.2,0.96805,0.118216,0.999659,2.99027,0.00447244
1330,13.3,0.968152,0.117795,0.999658,2.99038,0.00438696
1340,13.4,0.968171,0.117717,0.999654,2.99072,0.00435874
1350,13.5,0.968285,0.117608,0.999651,2.99016,0.00445202
1360,13.6,0.968145,0.117879,0.999648,2.98986,0.00454986
1370,13.7,0.968155,0.117839,0.999645,2.98972,0.00462228
1380,13.8,0.968193,0.117764,0.999645,2.98931,0.00464711
1390,13.9,0.967961,0.118286,0.99964,2.98872,0.00461408
1400,14,0.968064,0.118014,0.999638,2.9887,0.00452703
1410,14.1,0.968211,0.117702,0.999635,2.98887,0.00440235
1420,14.2,0.968137,0.117954,0.999633,2.98935,0.00426243
1430,14.3,0.968152,0.117861,0.999631,2.98866,0.00413397
1440,14.4,0.968133,0.117968,0.999629,2.98941,0.00407534
1450,14.5,0.968181,0.117866,0.999627,2.98871,0.00403511
1460,14.6,0.968241,0.11755,0.999624,2.98909,0.00407527
1470,14.7,0.968166,0.117696,0.999621,2.98841,0.00410557
1480,14.8,0.968066,0.117942,0.999617,2.98771,0.00420022
1490,14.9,0.968149,0.117856,0.999614,2.9892,0.00428701
1500,15,0.968071,0.118114,0.999613,2.98886,0.00434012
1510,15.1,0.968244,0.117684,0.999611,2.98965,0.00434303
1520,15.2,0.968051,0.118179,0.999607,2.98894,0.00428527
1530,15.3,0.968138,0.117887,0.999605,2.98918,0.0041703
1540,15.4,0.968164,0.117722,0.999601,2.98967,0.00401522
1550,15.5,0.968153,0.11775,0.9996,2.9896,0.00384663
1560,15.6,0.968199,0.117759,0.999598,2.99009,0.00382036
1570,15.7,0.968151,0.117809,0.999596,2.99011,0.0038176
1580,15.8,0.968198,0.117873,0.999593,2.99179,0.00382862
1590,15.9,0.968113,0.118041,0.999591,2.99083,0.0038185
1600,16,0.968123,0.117847,0.999589,2.99069,0.00377498
1610,16.1,0.968126,0.117856,0.999586,2.99102,0.00381162
1620,16.2,0.968223,0.117757,0.999583,2.99256,0.00396059
1630,16.3,0.968179,0.117779,0.999581,2.99218,0.00408884
1640,16.4,0.968163,0.117815,0.999577,2.99191,0.00416722
1650,16.5,0.968016,0.118372,0.999575,2.99197,0.00417544
1660,16.6,0.968124,0.117927,0.999572,2.99249,0.00410873
1670,16.7,0.968164,0.117647,0.99957,2.9923,0.00397615
1680,16.8,0.968196,0.117736,0.999568,2.99288,0.00380015
1690,16.9,0.968169,0.117833,0.999566,2.99347,0.00361153
1700,17,0.968019,0.118146,0.999563,2.99302,0.0035537
1710,17.1,0.968207,0.117543,0.999559,2.9934,0.00352904
1720,17.2,0.968182,0.117746,0.999559,2.99315,0.00348229
1730,17.3,0.968212,0.117605,0.999556,2.9934,0.00345255
1740,17.4,0.968245,0.117458,0.999553,2.99392,0.00341378
1750,17.5,0.968233,0.117754,0.999552,2.99391,0.00351226
1760,17.6,0.968056,0.11811,0.999549,2.9932,0.00364784
1770,17.7,0.968223,0.117641,0.999548,2.99354,0.0037625
1780,17.8,0.968302,0.117442,0.999543,2.99384,0.00383008
1790,17.9,0.968201,0.117722,0.999542,2.99363,0.00383575
1800,18,0.968212,0.117752,0.99954,2.99391,0.0037784
1810,18.1,0.968235,0.117587,0.999537,2.99363,0.00366721
1820,18.2,0.968072,0.118113,0.999533,2.99321,0.00352488
1830,18.3,0.968184,0.117793,0.999531,2.99362,0.00337896
1840,18.4,0.968117,0.117973,0.99953,2.99294,0.00325633
1850,18.5,0.968279,0.117401,0.999527,2.99357,0.00321884
1860,18.6,0.96814,0.117842,0.999523,2.99343,0.00317994
1870,18.7,0.968216,0.117782,0.999521,2.99351,0.00320294
1880,18.8,0.968126,0.118108,0.999519,2.99363,0.00328472
1890,18.9,0.968182,0.117707,0.999517,2.99264,0.00338831
1900,19,0.968162,0.117767,0.999514,2.99245,0.00348831
1910,19.1,0.968172,0.117777,0.999513,2.99298,0.0035592
1920,19.2,0.968214,0.117797,0.99951,2.99314,0.00358176
1930,19.3,0.968197,0.117618,0.999507,2.9926,0.0035483
1940,19.4,0.968259,0.117581,0.999505,2.99315,0.00346019
1950,19.5,0.968229,0.117748,0.999502,2.99341,0.00333384
1960,19.6,0.968164,0.117941,0.999501,2.99217,0.00319554
1970,19.7,0.968176,0.117781,0.999498,2.99209,0.00307315
1980,19.8,0.968229,0.117748,0.999495,2.99318,0.00303219
1990,19.9,0.968149,0.118005,0.999492,2.9932,0.00303503
2000,20,0.968159,0.117702,0.999488,2.99239,0.0030148
2010,20.1,0.9682,0.117727,0.999485,2.99206,0.00308743
2020,20.2,0.968194,0.117577,0.999485,2.99174,0.0032048
2030,20.3,0.968211,0.117728,0.999481,2.99185,0.00332635
2040,20.4,0.968191,0.117803,0.999479,2.9913,0.00342466
2050,20.5,0.968276,0.117637,0.999478,2.99237,0.00347586
2060,20.6,0.968103,0.117845,0.999475,2.99098,0.00346534
2070,20.7,0.968229,0.117513,0.999472,2.99099,0.00339155
2080,20.8,0.968154,0.117919,0.99947,2.99153,0.00326779
2090,20.9,0.968136,0.117795,0.999466,2.99014,0.00311513
2100,21,0.968175,0.117749,0.999465,2.99036,0.0029625
2110,21.1,0.968165,0.117732,0.999464,2.99038,0.00287272
2120,21.2,0.968336,0.11742,0.99946,2.99117,0.00284496
2130,21.3,0.968254,0.117538,0.999458,2.99084,0.00283223
2140,21.4,0.968191,0.117596,0.999454,2.99069,0.00281327
2150,21.5,0.968296,0.117488,0.99945,2.99118,0.00290559
2160,21.6,0.968161,0.11786,0.999448,2.9913,0.00303168
2170,21.7,0.967998,0.118382,0.999448,2.99048,0.00315406
2180,21.8,0.968205,0.11782,0.999443,2.99092,0.00324667
2190,21.9,0.968136,0.117882,0.99944,2.99131,0.00328891
2200,22,0.968083,0.117956,0.999441,2.99018,0.00327152
2210,22.1,0.968156,0.117763,0.999434,2.99082,0.00319796
2220,22.2,0.968287,0.117651,0.999432,2.99118,0.00308111
2230,22.3,0.968114,0.117766,0.999431,2.99164,0.00294304
2240,22.4,0.968138,0.117881,0.999429,2.99106,0.00281041
2250,22.5,0.968164,0.117792,0.999425,2.99185,0.00270843
2260,22.6,0.968174,0.117813,0.999423,2.99237,0.00265415
2270,22.7,0.968189,0.117708,0.999421,2.99201,0.00265575
2280,22.8,0.968249,0.117517,0.999415,2.99291,0.00270967
2290,22.9,0.968148,0.117798,0.999417,2.99239,0.00280051
2300,23,0.968188,0.117716,0.999415,2.99305,0.00290593
2310,23.1,0.968282,0.117451,0.99941,2.99324,0.00300035
2320,23.2,0.968273,0.117585,0.999406,2.99333,0.00306122
2330,23.3,0.968089,0.117867,0.999407,2.99329,0.00307537
2340,23.4,0.968193,0.117688,0.999401,2.9935,0.00303693
2350,23.5,0.968269,0.117676,0.999398,2.99371,0.00295436
2360,23.6,0.968191,0.117912,0.999399,2.99437,0.00284406
2370,23.7,0.968162,0.117871,0.999394,2.99381,0.00272612
2380,23.8,0.968173,0.117701,0.999394,2.99436,0.00262552
2390,23.9,0.968193,0.117947,0.999391,2.99482,0.00256086
2400,24,0.968082,0.117952,0.999386,2.99401,0.00254206
2410,24.1,0.968267,0.117563,0.999384,2.99497,0.0025731
2420,24.2,0.968276,0.117527,0.999382,2.99479,0.00264594
2430,24.3,0.968271,0.117567,0.999378,2.99461,0.0027423
2440,24.4,0.968064,0.117876,0.999378,2.99504,0.00283701
2450,24.5,0.968147,0.117912,0.999373,2.99481,0.00290889
2460,24.6,0.968132,0.117972,0.999371,2.99481,0.00293907
2470,24.7,0.968202,0.117773,0.999369,2.99509,0.00291907
2480,24.8,0.968226,0.117576,0.999366,2.99543,0.00284889
2490,24.9,0.968174,0.117765,0.999363,2.99541,0.00274119
2500,25,0.967983,0.11825,0.999361,2.99496,0.00261645
2510,25.1,0.968168,0.117823,0.999358,2.9953,0.00249984
2520,25.2,0.968229,0.117798,0.999355,2.99579,0.00241403
2530,25.3,0.967975,0.118285,0.999354,2.99499,0.00237579
2540,25.4,0.968175,0.117845,0.99935,2.99529,0.00239151
2550,25.5,0.96833,0.117404,0.999346,2.99581,0.00245631
2560,25.6,0.968206,0.117724,0.999347,2.99513,0.00255509
2570,25.7,0.968273,0.117627,0.999343,2.99525,0.00266893
2580,25.8,0.968243,0.117519,0.999342,2.99545,0.0027726
2590,25.9,0.968244,0.117738,0.999338,2.99591,0.00284161
2600,26,0.968078,0.117806,0.999334,2.99513,0.00285836
2610,26.1,0.968127,0.117897,0.999334,2.9952,0.00282018
2620,26.2,0.96818,0.117789,0.999332,2.99552,0.00273386
2630,26.3,0.968287,0.1175,0.999328,2.99542,0.00261475
2640,26.4,0.968063,0.117989,0.999324,2.99557,0.00248505
2650,26.5,0.968206,0.117638,0.999324,2.99546,0.00236941
2660,26.6,0.968185,0.117763,0.999318,2.99487,0.002287
2670,26.7,0.968175,0.117687,0.999319,2.99482,0.00226375
2680,26.8,0.968222,0.11764,0.999315,2.9946,0.00226904
2690,26.9,0.968118,0.117949,0.999313,2.99423,0.00233172
2700,27,0.968184,0.117849,0.999309,2.99317,0.00242439
2710,27.1,0.968169,0.117868,0.999306,2.9922,0.00252433
2720,27.2,0.968145,0.11785,0.999305,2.99133,0.00260875
2730,27.3,0.968311,0.117592,0.999304,2.99053,0.00265764
2740,27.4,0.968139,0.117775,0.999299,2.98927,0.0026626
2750,27.5,0.968213,0.117664,0.999297,2.98798,0.00262043
2760,27.6,0.96812,0.117834,0.999297,2.98666,0.00253878
2770,27.7,0.96816,0.117757,0.999291,2.98511,0.00243546
2780,27.8,0.968162,0.11774,0.999287,2.98381,0.00233113
2790,27.9,0.968098,0.117956,0.999287,2.98176,0.00224643
2800,28,0.96815,0.117724,0.999284,2.98008,0.00220742
2810,28.1,0.968228,0.117719,0.999282,2.97818,0.00222018
2820,28.2,0.968065,0.117981,0.999278,2.97633,0.00226456
2830,28.3,0.968165,0.117697,0.999276,2.97398,0.00230338
2840,28.4,0.968164,0.117871,0.999273,2.97104,0.00238917
2850,28.5,0.968185,0.117737,0.999272,2.96842,0.002468
2860,28.6,0.968093,0.117997,0.999267,2.96443,0.0025203
2870,28.7,0.968164,0.117688,0.999265,2.96165,0.00253354
2880,28.8,0.968024,0.118084,0.999263,2.9572,0.00250443
2890,28.9,0.96821,0.117829,0.99926,2.95331,0.00243753
2900,29,0.967991,0.118308,0.999257,2.94763,0.00234375
2910,29.1,0.968174,0.11779,0.999254,2.94301,0.00224122
2920,29.2,0.96821,0.117829,0.999251,2.93701,0.00214959
2930,29.3,0.968119,0.11818,0.999248,2.92987,0.0021106
2940,29.4,0.968144,0.117816,0.999247,2.92326,0.00215325
2950,29.5,0.968132,0.11785,0.999245,2.91481,0.00220482
2960,29.6,0.968238,0.117741,0.999241,2.90706,0.00224421
2970,29.7,0.968095,0.117969,0.999238,2.89721,0.0022685
2980,29.8,0.96814,0.117876,0.999237,2.88791,0.00230829
2990,29.9,0.968217,0.117831,0.999234,2.87785,0.00237468
3000,30,0.96811,0.117999,0.99923,2.86773,0.00241261
3010,30.1,0.968211,0.1177,0.999227,2.85661,0.00246622
3020,30.2,0.968114,0.11806,0.999227,2.84517,0.00249776
3030,30.3,0.968151,0.1178,0.999225,2.8342,0.00250522
3040,30.4,0.968088,0.118038,0.999222,2.82328,0.0024875
3050,30.5,0.968214,0.117619,0.999218,2.81325,0.00244527
3060,30.6,0.968117,0.117884,0.999218,2.80191,0.0023803
3070,30.7,0.968119,0.117962,0.999213,2.79198,0.00232872
3080,30.8,0.967999,0.118238,0.999211,2.78257,0.00229949
3090,30.9,0.96826,0.117633,0.99921,2.77471,0.00225196
3100,31,0.968145,0.117826,0.999205,2.76667,0.00219114
3110,31.1,0.968294,0.117408,0.999206,2.76076,0.00212178
3120,31.2,0.968213,0.117534,0.999202,2.75491,0.00219588
3130,31.3,0.96823,0.117387,0.999199,2.75089,0.00224802
3140,31.4,0.968183,0.117802,0.999196,2.74665,0.00226511
3150,31.5,0.968168,0.11776,0.999194,2.7445,0.00224127
3160,31.6,0.968127,0.117918,0.999192,2.74334,0.00218123
3170,31.7,0.968251,0.117626,0.999191,2.74416,0.00209792
3180,31.8,0.968145,0.117734,0.999187,2.74456,0.00205164
3190,31.9,0.968193,0.117711,0.999185,2.74685,0.00207253
3200,32,0.968232,0.11771,0.999181,2.74978,0.00210195
3210,32.1,0.968051,0.118041,0.99918,2.7532,0.00213112
3220,32.2,0.968002,0.118307,0.999177,2.75701,0.00215311
3230,32.3,0.968162,0.117813,0.999174,2.76269,0.00216771
3240,32.4,0.968184,0.117759,0.99917,2.76822,0.00218616
3250,32.5,0.968005,0.118267,0.999169,2.77353,0.00220779
3260,32.6,0.968198,0.117657,0.999165,2.78056,0.00222091
3270,32.7,0.968241,0.117564,0.999163,2.7874,0.00222631
3280,32.8,0.968134,0.118003,0.999161,2.79335,0.00224391
3290,32.9,0.968,0.11833,0.999159,2.79949,0.00225708
3300,33,0.968155,0.117818,0.999156,2.80725,0.00226084
3310,33.1,0.968012,0.118291,0.999156,2.81293,0.00225674
3320,33.2,0.968191,0.117693,0.99915,2.82037,0.00226079
3330,33.3,0.968053,0.118279,0.999147,2.82605,0.00226256
3340,33.4,0.96817,0.117771,0.999145,2.83286,0.00225413
3350,33.5,0.96817,0.117886,0.999143,2.83839,0.00223791
3360,33.6,0.96815,0.117787,0.999139,2.84398,0.00224876
3370,33.7,0.968199,0.117698,0.999135,2.84964,0.00224942
3380,33.8,0.968126,0.11765,0.999133,2.85419,0.00225989
3390,33.9,0.968199,0.117781,0.999132,2.85813,0.0022917
3400,34,0.968366,0.117373,0.99913,2.86289,0.00230947
3410,34.1,0.968296,0.117411,0.999128,2.86619,0.00232004
3420,34.2,0.968029,0.118167,0.999124,2.86838,0.00237696
3430,34.3,0.968138,0.117898,0.999121,2.87194,0.00242141
3440,34.4,0.968288,0.11748,0.999121,2.87536,0.00245115
3450,34.5,0.96803,0.118171,0.999116,2.87701,0.00246505
3460,34.6,0.968036,0.118182,0.999115,2.8798,0.0024632
3470,34.7,0.968125,0.117883,0.999111,2.8829,0.00251669
3480,34.8,0.968177,0.117872,0.999109,2.88543,0.00256461
3490,34.9,0.968106,0.117932,0.999107,2.88775,0.00259568
3500,35,0.96827,0.117623,0.999104,2.89024,0.00260887
3510,35.1,0.968137,0.117785,0.999099,2.89195,0.00260448
3520,35.2,0.968121,0.117818,0.999098,2.8943,0.00258408
3530,35.3,0.968121,0.11798,0.999095,2.89578,0.00263823
3540,35.4,0.968209,0.117677,0.999093,2.89814,0.00267421
3550,35.5,0.968013,0.118201,0.999092,2.89938,0.00269089
3560,35.6,0.968181,0.117904,0.999088,2.90132,0.00268852
3570,35.7,0.968184,0.117699,0.999089,2.90329,0.0026687
3580,35.8,0.968317,0.117365,0.999083,2.90536,0.00264162
3590,35.9,0.968064,0.118139,0.99908,2.90636,0.00269673
3600,36,0.96815,0.117824,0.999079,2.9083,0.00274086
3610,36.1,0.968169,0.117765,0.999076,2.90978,0.00277116
3620,36.2,0.968138,0.117792,0.999074,2.91149,0.00278561
3630,36.3,0.968143,0.117879,0.999069,2.91298,0.00278335
3640,36.4,0.968066,0.118108,0.999066,2.91426,0.00276484
3650,36.5,0.96812,0.117772,0.999064,2.91535,0.00273177
3660,36.6,0.968224,0.117668,0.999061,2.91678,0.00275483
3670,36.7,0.968115,0.117975,0.999061,2.91802,0.00278545
3680,36.8,0.968196,0.117828,0.999056,2.91933,0.00279877
3690,36.9,0.968016,0.118194,0.999055,2.92019,0.00279474
3700,37,0.968159,0.117815,0.999051,2.92145,0.00277463
3710,37.1,0.968208,0.11767,0.99905,2.92265,0.00274077
3720,37.2,0.968157,0.117697,0.999046,2.92363,0.00269601
3730,37.3,0.968177,0.117851,0.999043,2.92454,0.00270367
3740,37.4,0.968144,0.117853,0.999039,2.92567,0.0027138
3750,37.5,0.968188,0.117823,0.999039,2.92681,0.00270906
3760,37.6,0.968158,0.117621,0.999037,2.92775,0.0026914
3770,37.7,0.968122,0.117813,0.999036,2.92867,0.00267841
3780,37.8,0.968108,0.117999,0.99903,2.92992,0.00265898
3790,37.9,0.968153,0.117801,0.999028,2.93051,0.00263548
3800,38,0.968173,0.117892,0.999025,2.93138,0.00267742
3810,38.1,0.968147,0.117935,0.999024,2.93243,0.00270198
3820,38.2,0.968178,0.117758,0.99902,2.93332,0.00270604
3830,38.3,0.96816,0.117727,0.999018,2.93415,0.00268769
3840,38.4,0.968206,0.117743,0.999017,2.93524,0.00264601
3850,38.5,0.968165,0.117706,0.999015,2.93574,0.00268335
3860,38.6,0.968168,0.117894,0.999011,2.93635,0.00271867
3870,38.7,0.968288,0.117567,0.999007,2.93727,0.00273375
3880,38.8,0.96816,0.117648,0.999005,2.93845,0.00272596
3890,38.9,0.968065,0.117965,0.999003,2.93868,0.00269381
3900,39,0.968169,0.117809,0.999001,2.93956,0.00263675
3910,39.1,0.968142,0.117866,0.998999,2.94019,0.0026745
3920,39.2,0.968203,0.117754,0.998995,2.94099,0.00270569
3930,39.3,0.968181,0.117853,0.998993,2.94182,0.00271557
3940,39.4,0.968059,0.118132,0.998989,2.94213,0.00270172
3950,39.5,0.968127,0.117903,0.998988,2.94259,0.00266275
3960,39.6,0.968181,0.117766,0.998984,2.94309,0.00260674
3970,39.7,0.968124,0.117856,0.998982,2.94361,0.00265317
3980,39.8,0.968218,0.117796,0.998981,2.9442,0.00268168
3990,39.9,0.96801,0.118203,0.998978,2.94418,0.00268893
4000,40,0.968136,0.11793,0.998973,2.94435,0.00267253
4010,40.1,0.968197,0.117742,0.998972,2.94473,0.00263098
4020,40.2,0.968108,0.117998,0.99897,2.9452,0.00262102
4030,40.3,0.968237,0.117643,0.998968,2.94499,0.00264616
4040,40.4,0.96808,0.117939,0.998966,2.94538,0.00264766
4050,40.5,0.968178,0.117672,0.998963,2.9454,0.00263431
4060,40.6,0.96828,0.117489,0.998956,2.94523,0.002621
4070,40.7,0.968149,0.117835,0.998956,2.94515,0.00262041
4080,40.8,0.968212,0.117542,0.998952,2.94528,0.00275653
4090,40.9,0.968251,0.117428,0.998952,2.94554,0.00290061
4100,41,0.968207,0.117892,0.998948,2.94488,0.00301313
4110,41.1,0.968162,0.117792,0.998946,2.94462,0.00309101
4120,41.2,0.968151,0.1178,0.998945,2.94458,0.00313399
4130,41.3,0.968218,0.117893,0.998941,2.9441,0.00314465
4140,41.4,0.967963,0.118302,0.998939,2.94368,0.00312825
4150,41.5,0.968284,0.117763,0.998936,2.94348,0.00322105
4160,41.6,0.968223,0.117682,0.998932,2.9432,0.00337277
4170,41.7,0.968211,0.117633,0.998929,2.94268,0.00348681
4180,41.8,0.968159,0.117824,0.998929,2.94191,0.00355887
4190,41.9,0.968263,0.117587,0.998925,2.94087,0.00358737
4200,42,0.968162,0.117816,0.99892,2.94029,0.00357338
4210,42.1,0.968149,0.117793,0.998921,2.94016,0.00352037
4220,42.2,0.968206,0.117582,0.998919,2.93897,0.00367703
4230,42.3,0.968182,0.117724,0.998916,2.93818,0.00385218
4240,42.4,0.968267,0.117657,0.998914,2.93672,0.00398295
4250,42.5,0.96818,0.117769,0.998909,2.93613,0.00406375
4260,42.6,0.968154,0.117596,0.998907,2.93563,0.00409189
4270,42.7,0.9682,0.117652,0.998905,2.93402,0.00406747
