step,time,R_avg,R_std,norm,energy,max_density
8540,85.4,0.968156,0.118102,0.997803,2.97701,0.00299778
8550,85.5,0.968209,0.117696,0.997798,2.97711,0.00288974
8560,85.6,0.968296,0.117516,0.997798,2.97735,0.00285211
8570,85.7,0.968062,0.117975,0.997797,2.9769,0.00289913
8580,85.8,0.968131,0.11784,0.997793,2.97717,0.00291331
8590,85.9,0.968238,0.117632,0.997792,2.97795,0.00289279
8600,86,0.968124,0.118098,0.997788,2.97782,0.00283935
8610,86.1,0.968297,0.117413,0.997786,2.97839,0.00275834
8620,86.2,0.968156,0.118102,0.997784,2.97857,0.00286124
8630,86.3,0.968169,0.117811,0.99778,2.97861,0.00295765
8640,86.4,0.968254,0.117662,0.997778,2.979,0.0030231
8650,86.5,0.968277,0.11743,0.997773,2.97902,0.00305133
8660,86.6,0.968097,0.117857,0.997772,2.97914,0.00304001
8670,86.7,0.96815,0.117902,0.997769,2.9792,0.00299098
8680,86.8,0.968257,0.117718,0.997764,2.97971,0.00291013
8690,86.9,0.967979,0.118294,0.997765,2.97939,0.00284644
8700,87,0.968163,0.117776,0.997763,2.97976,0.00295831
8710,87.1,0.968153,0.117745,0.997759,2.97981,0.00303546
8720,87.2,0.968286,0.117646,0.997757,2.98008,0.00307107
8730,87.3,0.968291,0.117611,0.997754,2.98011,0.00306291
8740,87.4,0.968203,0.117829,0.997751,2.97984,0.00301371
8750,87.5,0.967979,0.118256,0.997749,2.97965,0.00293066
8760,87.6,0.96811,0.117918,0.997746,2.97976,0.00282444
8770,87.7,0.968272,0.117542,0.997744,2.97999,0.00291225
8780,87.8,0.968132,0.117784,0.99774,2.97964,0.00299485
8790,87.9,0.96819,0.117719,0.997738,2.97965,0.00303449
8800,88,0.968204,0.117758,0.997736,2.97959,0.00302804
8810,88.1,0.968194,0.117697,0.997732,2.97927,0.00297787
8820,88.2,0.968176,0.117812,0.997729,2.97923,0.00289139
8830,88.3,0.968242,0.117563,0.997727,2.97901,0.00277994
8840,88.4,0.968253,0.117553,0.997725,2.97862,0.00275286
8850,88.5,0.968031,0.118171,0.997721,2.97797,0.0028256
8860,88.6,0.968195,0.11773,0.997719,2.97779,0.00287363
8870,88.7,0.968132,0.117977,0.997715,2.97738,0.00287794
8880,88.8,0.968266,0.117472,0.997713,2.97715,0.00284337
8890,88.9,0.968153,0.117714,0.99771,2.97653,0.00288312
8900,89,0.968242,0.117617,0.997707,2.97622,0.00289486
8910,89.1,0.968164,0.117826,0.997705,2.97571,0.00289768
8920,89.2,0.968185,0.117772,0.997705,2.97518,0.00302129
8930,89.3,0.968128,0.117923,0.9977,2.97496,0.00311155
8940,89.4,0.968186,0.117797,0.997696,2.97453,0.00316714
8950,89.5,0.96826,0.117541,0.997696,2.97441,0.00318863
8960,89.6,0.968135,0.117748,0.997693,2.97422,0.00317845
8970,89.7,0.968177,0.117791,0.997686,2.97366,0.00314075
8980,89.8,0.968247,0.117514,0.997687,2.97403,0.00308113
8990,89.9,0.968212,0.117745,0.997681,2.97326,0.00305045
9000,90,0.968075,0.118019,0.99768,2.9727,0.00312397
9010,90.1,0.968135,0.117822,0.997678,2.97329,0.00319946
9020,90.2,0.968225,0.117613,0.997675,2.97311,0.00343669
9030,90.3,0.968191,0.117711,0.997675,2.973,0.00364951
9040,90.4,0.968202,0.117603,0.99767,2.97311,0.00383477
9050,90.5,0.968137,0.117815,0.997667,2.97354,0.00399563
9060,90.6,0.968067,0.118043,0.997667,2.97255,0.00414778
9070,90.7,0.968224,0.117775,0.99766,2.97349,0.00430611
9080,90.8,0.968085,0.118292,0.997658,2.97148,0.00449221
9090,90.9,0.968146,0.117861,0.997656,2.9712,0.00484183
9100,91,0.968315,0.117388,0.997654,2.97146,0.00523554
9110,91.1,0.968118,0.117855,0.99765,2.97091,0.00558718
9120,91.2,0.968157,0.117767,0.99765,2.9697,0.00589208
9130,91.3,0.968125,0.117966,0.997644,2.96899,0.00622628
9140,91.4,0.968197,0.117711,0.997644,2.96852,0.00667881
9150,91.5,0.96816,0.117766,0.99764,2.96888,0.00711069
9160,91.6,0.968024,0.118018,0.997637,2.96655,0.00749623
9170,91.7,0.968132,0.117964,0.997634,2.96623,0.00781769
9180,91.8,0.968183,0.117701,0.997633,2.9663,0.00806879
9190,91.9,0.968233,0.117635,0.99763,2.96738,0.00825046
9200,92,0.968187,0.117681,0.997627,2.96633,0.00851603
9210,92.1,0.968202,0.117748,0.997624,2.96422,0.00897572
9220,92.2,0.968172,0.117693,0.997621,2.96378,0.00940328
9230,92.3,0.968138,0.117864,0.997619,2.96223,0.00977035
9240,92.4,0.9681,0.118017,0.997617,2.96338,0.0100636
9250,92.5,0.96819,0.117748,0.997613,2.96134,0.0102836
9260,92.6,0.96832,0.117463,0.997608,2.96121,0.0104518
9270,92.7,0.968025,0.118033,0.997609,2.95835,0.0105928
9280,92.8,0.968212,0.117617,0.997604,2.9576,0.0107388
9290,92.9,0.968159,0.117722,0.997602,2.95684,0.0109197
9300,93,0.968239,0.117677,0.9976,2.95489,0.0111473
9310,93.1,0.968219,0.117576,0.997595,2.95432,0.0114243
9320,93.2,0.968171,0.117813,0.997596,2.95289,0.0117331
9330,93.3,0.968256,0.117631,0.997591,2.95386,0.0120458
9340,93.4,0.968028,0.118222,0.997591,2.95037,0.0123279
9350,93.5,0.968233,0.117687,0.997586,2.94841,0.0125387
9360,93.6,0.968185,0.117772,0.997585,2.94629,0.0126585
9370,93.7,0.968189,0.11762,0.997582,2.94588,0.0126797
9380,93.8,0.968153,0.117751,0.997577,2.94488,0.0126085
9390,93.9,0.968165,0.117862,0.997575,2.94224,0.0124632
9400,94,0.968182,0.117746,0.997574,2.94114,0.0122869
9410,94.1,0.968179,0.117759,0.99757,2.93856,0.0121237
9420,94.2,0.968058,0.118143,0.997568,2.9386,0.0120139
9430,94.3,0.9682,0.117569,0.997566,2.93719,0.0119814
9440,94.4,0.968262,0.117472,0.997562,2.93546,0.0120348
9450,94.5,0.968109,0.117886,0.997559,2.93484,0.0121574
9460,94.6,0.968201,0.117648,0.997557,2.93127,0.0123111
9470,94.7,0.968121,0.117902,0.997555,2.92903,0.0124536
9480,94.8,0.968171,0.117805,0.997552,2.9258,0.0125362
9490,94.9,0.968016,0.118187,0.997548,2.92348,0.0125265
9500,95,0.968091,0.117971,0.997549,2.92162,0.0124034
9510,95.1,0.968127,0.117948,0.997543,2.91946,0.0121657
9520,95.2,0.968167,0.117855,0.997542,2.91762,0.0118238
9530,95.3,0.968209,0.117832,0.997539,2.91589,0.0114142
9540,95.4,0.968087,0.118153,0.997534,2.91382,0.010984
9550,95.5,0.968149,0.117853,0.997535,2.91064,0.010588
9560,95.6,0.968282,0.117474,0.99753,2.90987,0.0102738
9570,95.7,0.968231,0.117638,0.99753,2.9065,0.0100718
9580,95.8,0.968116,0.117818,0.997526,2.90379,0.00999077
9590,95.9,0.96828,0.117578,0.997524,2.90297,0.0100178
9600,96,0.968174,0.117844,0.99752,2.90078,0.0101203
9610,96.1,0.967979,0.118293,0.997519,2.89617,0.0102523
9620,96.2,0.96816,0.117836,0.997517,2.89503,0.0103637
9630,96.3,0.968252,0.117612,0.997515,2.89456,0.0104079
9640,96.4,0.968146,0.117906,0.99751,2.89412,0.01035
9650,96.5,0.968213,0.117581,0.997509,2.89017,0.0101785
9660,96.6,0.968178,0.117839,0.997507,2.88721,0.00991146
9670,96.7,0.968212,0.117753,0.997503,2.8865,0.00956974
9680,96.8,0.96821,0.117724,0.9975,2.88677,0.00919345
9690,96.9,0.968079,0.118085,0.997498,2.88481,0.00883124
9700,97,0.96813,0.117887,0.997493,2.88356,0.00852897
9710,97.1,0.968228,0.117781,0.997494,2.88338,0.00831158
9720,97.2,0.968039,0.117971,0.997489,2.8832,0.00819905
9730,97.3,0.968217,0.117671,0.997488,2.88482,0.00818564
9740,97.4,0.968175,0.117709,0.997487,2.88421,0.00824448
9750,97.5,0.96814,0.11791,0.99748,2.88355,0.00834548
9760,97.6,0.967997,0.118219,0.99748,2.88362,0.00844644
9770,97.7,0.968164,0.117865,0.997478,2.88608,0.00850744
9780,97.8,0.968141,0.117886,0.997473,2.88638,0.00849879
9790,97.9,0.968034,0.118129,0.997471,2.88666,0.00840709
9800,98,0.968185,0.117765,0.997469,2.88864,0.00823773
9810,98.1,0.968156,0.117782,0.997468,2.8884,0.00801046
9820,98.2,0.968258,0.117385,0.997466,2.88947,0.00775682
9830,98.3,0.968267,0.117655,0.997462,2.8902,0.00750815
9840,98.4,0.968135,0.117927,0.997458,2.89095,0.00729926
9850,98.5,0.968174,0.117778,0.997456,2.89199,0.00714623
9860,98.6,0.968235,0.117761,0.997454,2.89426,0.00705626
9870,98.7,0.968196,0.117851,0.99745,2.89591,0.00702211
9880,98.8,0.968187,0.117746,0.997447,2.89456,0.00702837
9890,98.9,0.968189,0.117701,0.997446,2.89507,0.00705049
9900,99,0.967996,0.118317,0.997445,2.89492,0.00705605
9910,99.1,0.968107,0.117964,0.997442,2.89504,0.00702032
9920,99.2,0.96818,0.117797,0.99744,2.89691,0.00692757
9930,99.3,0.968156,0.117887,0.997435,2.89654,0.0067726
9940,99.4,0.968088,0.118072,0.997436,2.89604,0.00656657
9950,99.5,0.968248,0.11765,0.997432,2.8977,0.00633308
9960,99.6,0.968185,0.117643,0.99743,2.89755,0.00610023
9970,99.7,0.968196,0.117591,0.997428,2.89732,0.00589562
9980,99.8,0.968152,0.117945,0.997426,2.89718,0.00574177
9990,99.9,0.968136,0.117884,0.997424,2.89661,0.00565714
